Program runtime,Data timestamp,Local date,Local hr,City,Cloud,Humidity,Precip,Temp,Wbgt,Wind
2024-09-27T12:18:07,2024-09-27T13:00:00-04:00,2024-09-27,13,"Boston, MA",42,57,0.0,73,70,3
2024-09-27T12:18:08,2024-09-27T13:00:00-04:00,2024-09-27,13,"Atlantic City, NJ",100,93,0.01,75,74,7
2024-09-27T12:18:10,2024-09-27T13:00:00-04:00,2024-09-27,13,"Cape May, NJ",100,96,0.01,73,73,7
2024-09-27T12:18:11,2024-09-27T13:00:00-04:00,2024-09-27,13,"Philadelphia, PA",100,93,0.01,73,72,6
2024-09-27T12:18:12,2024-09-27T13:00:00-04:00,2024-09-27,13,"Lancaster, PA",99,87,0.04,75,73,7
2024-09-27T12:18:13,2024-09-27T13:00:00-04:00,2024-09-27,13,"Riverside, PA",99,81,0.0,71,68,5
2024-09-27T12:18:14,2024-09-27T13:00:00-04:00,2024-09-27,13,"Pittsburgh, PA",97,81,0.01,77,74,13
2024-09-27T12:18:15,2024-09-27T13:00:00-04:00,2024-09-27,13,"Oxford, PA",100,90,0.01,73,73,6
2024-09-27T12:18:16,2024-09-27T13:00:00-04:00,2024-09-27,13,"York, PA",99,87,0.06,75,73,7
2024-09-27T12:18:17,2024-09-27T13:00:00-04:00,2024-09-27,13,"Derry, PA",98,81,0.01,75,72,14
2024-09-27T12:18:18,2024-09-27T13:00:00-04:00,2024-09-27,13,"Bear Rocks, PA",99,93,0.01,66,65,7
2024-09-27T12:18:19,2024-09-27T13:00:00-04:00,2024-09-27,13,"Breakneck, PA",99,76,0.01,73,70,15
2024-09-27T12:18:20,2024-09-27T13:00:00-04:00,2024-09-27,13,"South Uniontown, PA",96,81,0.02,75,72,12
2024-09-27T12:18:22,2024-09-27T13:00:00-04:00,2024-09-27,13,"Wilmington, DE",100,87,0.01,75,74,6
2024-09-27T12:18:23,2024-09-27T13:00:00-04:00,2024-09-27,13,"Glasgow, DE",100,90,0.02,75,74,6
2024-09-27T12:18:24,2024-09-27T13:00:00-04:00,2024-09-27,13,"Georgetown, DE",99,81,0.01,77,75,8
2024-09-27T12:18:28,2024-09-27T13:00:00-04:00,2024-09-27,13,"Dover, DE",100,93,0.01,75,75,6
