Program runtime,Data timestamp,Local date,Local hr,City,Cloud,Humidity,Precip,Temp,Wbgt,Wind
2025-06-23T09:29:46,2025-06-23T10:00:00-04:00,2025-06-23,10,"Boston, MA",38,60,0.0,82,77,5
2025-06-23T09:29:47,2025-06-23T10:00:00-04:00,2025-06-23,10,"Bedford, MA",38,62,0.0,82,78,1
2025-06-23T09:29:48,2025-06-23T10:00:00-04:00,2025-06-23,10,"Franklin, MA",35,67,0.0,82,78,2
2025-06-23T09:29:49,2025-06-23T10:00:00-04:00,2025-06-23,10,"Worcester, MA",28,62,0.0,84,79,1
2025-06-23T09:29:50,2025-06-23T10:00:00-04:00,2025-06-23,10,"Springfield, MA",24,69,0.0,84,80,1
2025-06-23T09:29:51,2025-06-23T10:00:00-04:00,2025-06-23,10,"Hartford, CT",24,63,0.0,86,82,2
2025-06-23T09:29:52,2025-06-23T10:00:00-04:00,2025-06-23,10,"New York, NY",29,72,0.0,84,82,4
2025-06-23T09:29:53,2025-06-23T10:00:00-04:00,2025-06-23,10,"Albany, NY",44,72,0.0,86,83,2
2025-06-23T09:29:54,2025-06-23T10:00:00-04:00,2025-06-23,10,"Providence, RI",29,62,0.0,84,79,3
2025-06-23T09:29:55,2025-06-23T10:00:00-04:00,2025-06-23,10,"Atlantic City, NJ",14,69,0.0,84,81,4
2025-06-23T09:29:56,2025-06-23T10:00:00-04:00,2025-06-23,10,"Cape May, NJ",11,79,0.0,80,78,5
2025-06-23T09:29:57,2025-06-23T10:00:00-04:00,2025-06-23,10,"Princeton, NJ",11,67,0.0,89,85,2
2025-06-23T09:29:58,2025-06-23T10:00:00-04:00,2025-06-23,10,"Trenton, NJ",8,65,0.0,89,84,2
2025-06-23T09:29:59,2025-06-23T10:00:00-04:00,2025-06-23,10,"Philadelphia, PA",10,63,0.0,89,85,3
2025-06-23T09:30:00,2025-06-23T10:00:00-04:00,2025-06-23,10,"Lancaster, PA",11,63,0.0,89,85,5
2025-06-23T09:30:01,2025-06-23T10:00:00-04:00,2025-06-23,10,"Riverside, PA",6,67,0.0,86,83,2
2025-06-23T09:30:02,2025-06-23T10:00:00-04:00,2025-06-23,10,"Pittsburgh, PA",6,72,0.0,86,84,2
2025-06-23T09:30:03,2025-06-23T10:00:00-04:00,2025-06-23,10,"Oxford, PA",5,65,0.0,89,84,5
2025-06-23T09:30:04,2025-06-23T10:00:00-04:00,2025-06-23,10,"York, PA",3,61,0.0,89,85,3
2025-06-23T09:30:05,2025-06-23T10:00:00-04:00,2025-06-23,10,"Derry, PA",6,77,0.0,84,82,3
2025-06-23T09:30:06,2025-06-23T10:00:00-04:00,2025-06-23,10,"Bear Rocks, PA",6,74,0.0,80,78,3
2025-06-23T09:30:07,2025-06-23T10:00:00-04:00,2025-06-23,10,"Breakneck, PA",6,74,0.0,82,80,3
2025-06-23T09:30:08,2025-06-23T10:00:00-04:00,2025-06-23,10,"South Uniontown, PA",5,79,0.0,84,82,2
2025-06-23T09:30:09,2025-06-23T10:00:00-04:00,2025-06-23,10,"Erie, PA",3,65,0.0,84,80,8
2025-06-23T09:30:10,2025-06-23T10:00:00-04:00,2025-06-23,10," Harrisburg, PA",5,59,0.0,89,84,3
2025-06-23T09:30:11,2025-06-23T10:00:00-04:00,2025-06-23,10,"Wilmington, DE",4,59,0.0,91,85,4
2025-06-23T09:30:12,2025-06-23T10:00:00-04:00,2025-06-23,10,"Glasgow, DE",4,63,0.0,89,85,4
2025-06-23T09:30:13,2025-06-23T10:00:00-04:00,2025-06-23,10,"Georgetown, DE",4,61,0.0,89,85,5
2025-06-23T09:30:14,2025-06-23T10:00:00-04:00,2025-06-23,10,"Dover, DE",5,65,0.0,89,84,4
2025-06-23T09:30:15,2025-06-23T10:00:00-04:00,2025-06-23,10,"Berlin, MD",7,61,0.0,89,85,6
2025-06-23T09:30:16,2025-06-23T10:00:00-04:00,2025-06-23,10,"Denton, MD",3,61,0.0,91,86,4
2025-06-23T09:30:17,2025-06-23T10:00:00-04:00,2025-06-23,10,"Baltimore, MD",8,51,0.0,95,87,4
2025-06-23T09:30:18,2025-06-23T10:00:00-04:00,2025-06-23,10,"Berlin, MD",7,61,0.0,89,85,6
2025-06-23T09:30:19,2025-06-23T10:00:00-04:00,2025-06-23,10,"Edgewood, MD",9,63,0.0,91,86,4
2025-06-23T09:30:20,2025-06-23T10:00:00-04:00,2025-06-23,10,"Annapolis, MD",8,65,0.0,89,85,5
2025-06-23T09:30:21,2025-06-23T10:00:00-04:00,2025-06-23,10,"Frederick, MD",2,57,0.0,91,86,3
2025-06-23T09:30:22,2025-06-23T10:00:00-04:00,2025-06-23,10,"Hagerstown, MD",1,59,0.0,91,85,3
2025-06-23T09:30:23,2025-06-23T10:00:00-04:00,2025-06-23,10,"Cleveland, OH",2,67,0.0,86,82,7
2025-06-23T09:30:24,2025-06-23T10:00:00-04:00,2025-06-23,10,"Columbus, OH",6,61,0.0,89,83,5
2025-06-23T09:30:26,2025-06-23T10:00:00-04:00,2025-06-23,10,"Cincinnati, OH",5,63,0.0,89,83,3
2025-06-23T09:30:27,2025-06-23T10:00:00-05:00,2025-06-23,9,"Chicago, IL",5,55,0.0,86,81,12
2025-06-23T09:30:31,2025-06-23T10:00:00-05:00,2025-06-23,9,"Springfield, IL",0,60,0.0,89,83,11
2025-06-23T09:30:32,2025-06-23T10:00:00-04:00,2025-06-23,10,"Detroit, MI",8,61,0.0,87,82,9
2025-06-23T09:30:33,2025-06-23T10:00:00-04:00,2025-06-23,10,"Lansing, MI",1,63,0.0,86,81,10
2025-06-23T09:30:34,2025-06-23T10:00:00-05:00,2025-06-23,9,"Minneapolis, MN",86,79,0.03,75,73,8
2025-06-23T09:30:35,2025-06-23T10:00:00-05:00,2025-06-23,9,"Saint Paul, MN",85,77,0.03,77,74,7
2025-06-23T09:30:36,2025-06-23T10:00:00-05:00,2025-06-23,9,"Milwaukee, WI",2,58,0.0,89,83,13
2025-06-23T09:34:38,2025-06-23T10:00:00-04:00,2025-06-23,10,"Norfolk, VA",7,65,0.0,87,83,6
2025-06-23T09:34:39,2025-06-23T10:00:00-04:00,2025-06-23,10,"Richmond, VA",5,59,0.0,89,84,6
2025-06-23T09:34:40,2025-06-23T10:00:00-04:00,2025-06-23,10,"Reston, VA",5,59,0.0,91,85,5
2025-06-23T09:34:42,2025-06-23T10:00:00-04:00,2025-06-23,10,"Winchester, VA",2,59,0.0,89,83,4
2025-06-23T09:34:42,2025-06-23T10:00:00-04:00,2025-06-23,10,"Franklin, VA",4,63,0.0,89,84,4
2025-06-23T09:34:45,2025-06-23T10:00:00-04:00,2025-06-23,10,"Gloucester, VA",5,61,0.0,89,84,4
2025-06-23T09:34:45,2025-06-23T10:00:00-04:00,2025-06-23,10,"Warsaw, VA",4,65,0.0,89,84,5
2025-06-23T09:34:48,2025-06-23T10:00:00-04:00,2025-06-23,10,"Blacksburg, VA",7,62,0.0,82,78,1
2025-06-23T09:34:49,2025-06-23T10:00:00-04:00,2025-06-23,10,"Jacksonville, NC",5,70,0.0,86,83,5
2025-06-23T09:34:50,2025-06-23T10:00:00-04:00,2025-06-23,10,"Wilmington, NC",9,65,0.0,87,83,5
2025-06-23T09:34:51,2025-06-23T10:00:00-04:00,2025-06-23,10,"Greenville, NC",2,70,0.0,87,84,3
2025-06-23T09:34:52,2025-06-23T10:00:00-04:00,2025-06-23,10,"Raleigh, NC",1,59,0.0,89,83,2
2025-06-23T09:34:53,2025-06-23T10:00:00-04:00,2025-06-23,10,"Rocky Mount, NC",3,63,0.0,89,84,3
2025-06-23T09:34:54,2025-06-23T10:00:00-04:00,2025-06-23,10,"Fayetteville, NC",18,57,0.0,89,84,3
2025-06-23T09:34:55,2025-06-23T10:00:00-04:00,2025-06-23,10,"Lumberton, NC",2,61,0.0,89,83,5
2025-06-23T09:34:56,2025-06-23T10:00:00-04:00,2025-06-23,10,"Benson, NC",2,67,0.0,86,83,3
2025-06-23T09:34:57,2025-06-23T10:00:00-04:00,2025-06-23,10,"South Mills, NC",8,63,0.0,89,84,5
2025-06-23T09:34:58,2025-06-23T10:00:00-04:00,2025-06-23,10,"Scranton, NC",2,65,0.0,89,84,4
2025-06-23T09:34:59,2025-06-23T10:00:00-04:00,2025-06-23,10,"Washington, NC",3,67,0.0,87,84,4
2025-06-23T09:35:00,2025-06-23T10:00:00-04:00,2025-06-23,10,"Charlotte, NC",7,61,0.0,86,81,2
2025-06-23T09:35:01,2025-06-23T10:00:00-04:00,2025-06-23,10,"Charleston, SC",12,67,0.0,86,82,2
2025-06-23T09:35:02,2025-06-23T10:00:00-04:00,2025-06-23,10,"Columbia, SC",1,63,0.0,86,82,3
2025-06-23T09:35:03,2025-06-23T10:00:00-04:00,2025-06-23,10,"Florence, SC",6,63,0.0,87,83,4
2025-06-23T09:35:04,2025-06-23T10:00:00-04:00,2025-06-23,10,"Myrtle Beach, SC",5,69,0.0,86,82,5
2025-06-23T09:35:05,2025-06-23T10:00:00-04:00,2025-06-23,10,"Savannah, GA",14,69,0.0,86,82,1
2025-06-23T09:35:06,2025-06-23T10:00:00-04:00,2025-06-23,10,"Brunswick, GA",19,72,0.0,86,82,5
2025-06-23T09:35:07,2025-06-23T10:00:00-04:00,2025-06-23,10,"Statesboro, GA",5,65,0.0,84,80,1
2025-06-23T09:35:08,2025-06-23T10:00:00-04:00,2025-06-23,10,"Waycross, GA",8,69,0.0,84,81,4
2025-06-23T09:35:09,2025-06-23T10:00:00-04:00,2025-06-23,10,"Atlanta, GA",5,69,0.0,84,80,2
2025-06-23T09:35:10,2025-06-23T10:00:00-05:00,2025-06-23,9,"Birmingham, AL",4,72,0.04,86,83,1
2025-06-23T09:35:11,2025-06-23T10:00:00-05:00,2025-06-23,9,"Montgomery, AL",1,66,0.0,86,83,2
2025-06-23T09:35:12,2025-06-23T10:00:00-05:00,2025-06-23,9,"Dothan, AL",6,58,0.0,89,84,3
2025-06-23T09:35:13,2025-06-23T10:00:00-05:00,2025-06-23,9,"Huntsville, AL",13,70,0.0,86,84,1
2025-06-23T09:39:14,2025-06-23T10:00:00-04:00,2025-06-23,10,"Jacksonville, FL",20,69,0.0,86,82,7
2025-06-23T09:39:15,2025-06-23T10:00:00-04:00,2025-06-23,10,"Ocala, FL",16,69,0.01,86,82,6
2025-06-23T09:39:16,2025-06-23T10:00:00-04:00,2025-06-23,10,"Weston, FL",26,70,0.02,86,83,9
2025-06-23T09:39:17,2025-06-23T10:00:00-04:00,2025-06-23,10,"Orlando, FL",3,69,0.0,86,82,7
2025-06-23T09:39:18,2025-06-23T10:00:00-04:00,2025-06-23,10,"Tampa, FL",6,72,0.01,86,82,6
2025-06-23T09:39:19,2025-06-23T10:00:00-04:00,2025-06-23,10,"Hardee, FL",8,77,0.02,84,82,7
2025-06-23T09:39:20,2025-06-23T10:00:00-04:00,2025-06-23,10,"Key West, FL",24,72,0.0,86,82,10
2025-06-23T09:39:21,2025-06-23T10:00:00-04:00,2025-06-23,10,"Naples, FL",4,82,0.01,84,83,9
2025-06-23T09:39:22,2025-06-23T10:00:00-04:00,2025-06-23,10,"Melbourne, FL",7,70,0.0,86,82,9
2025-06-23T09:39:23,2025-06-23T10:00:00-04:00,2025-06-23,10,"Palm City, FL",16,67,0.04,86,82,8
2025-06-23T09:39:25,2025-06-23T10:00:00-04:00,2025-06-23,10,"Basinger, FL",17,72,0.0,86,82,8
2025-06-23T09:39:26,2025-06-23T10:00:00-04:00,2025-06-23,10,"Zolfo Springs, FL",9,79,0.01,84,82,7
2025-06-23T09:39:28,2025-06-23T10:00:00-04:00,2025-06-23,10,"Cornwell, FL",15,72,0.0,86,82,7
2025-06-23T09:39:29,2025-06-23T10:00:00-04:00,2025-06-23,10,"Miami, FL",24,77,0.09,86,82,12
2025-06-23T09:39:30,2025-06-23T10:00:00-04:00,2025-06-23,10,"Boca Raton, FL",15,72,0.05,86,83,11
2025-06-23T09:39:31,2025-06-23T10:00:00-04:00,2025-06-23,10,"Sarasota, FL",9,74,0.07,86,82,8
2025-06-23T09:39:33,2025-06-23T10:00:00-04:00,2025-06-23,10,"Palm Beach, FL",19,82,0.02,84,81,12
2025-06-23T09:39:33,2025-06-23T10:00:00-04:00,2025-06-23,10,"Wellington, FL",22,70,0.01,86,83,9
2025-06-23T09:39:35,2025-06-23T10:00:00-04:00,2025-06-23,10,"Jupiter, FL",20,74,0.02,86,82,8
2025-06-23T09:39:36,2025-06-23T10:00:00-04:00,2025-06-23,10,"Sugarton, FL",12,74,0.01,84,82,8
2025-06-23T09:39:37,2025-06-23T10:00:00-04:00,2025-06-23,10,"Deer Park, FL",6,74,0.0,84,82,6
2025-06-23T09:39:38,2025-06-23T10:00:00-04:00,2025-06-23,10,"Big Pine Key, FL",18,72,0.0,87,84,9
2025-06-23T09:39:39,2025-06-23T10:00:00-04:00,2025-06-23,10,"Bay Point, FL",21,72,0.0,86,82,10
2025-06-23T09:39:44,2025-06-23T10:00:00-05:00,2025-06-23,9,"Panama City Beach, FL",7,66,0.0,89,84,6
2025-06-23T09:39:46,2025-06-23T10:00:00-04:00,2025-06-23,10,"White City, FL",18,67,0.02,86,82,8
2025-06-23T09:39:47,2025-06-23T10:00:00-04:00,2025-06-23,10,"Port Charlotte, FL",10,79,0.01,84,82,8
2025-06-23T09:39:48,2025-06-23T10:00:00-04:00,2025-06-23,10,"Cape Coral, FL",7,74,0.04,84,82,8
2025-06-23T09:39:49,2025-06-23T10:00:00-04:00,2025-06-23,10,"Bonita Springs, FL",4,77,0.01,84,82,8
2025-06-23T09:39:50,2025-06-23T10:00:00-04:00,2025-06-23,10,"Miles City, FL",10,79,0.01,86,84,5
2025-06-23T09:39:52,2025-06-23T10:00:00-04:00,2025-06-23,10,"Duck Key, FL",14,72,0.0,86,81,10
2025-06-23T09:39:54,2025-06-23T10:00:00-04:00,2025-06-23,10,"Kalamazoo, FL",23,70,0.0,86,83,7
2025-06-23T09:39:54,2025-06-23T10:00:00-04:00,2025-06-23,10,"Flagler Beach, FL",25,72,0.0,86,83,7
2025-06-23T09:39:55,2025-06-23T10:00:00-04:00,2025-06-23,10,"Princeton, FL",32,70,0.03,86,82,10
2025-06-23T09:43:56,2025-06-23T10:00:00-05:00,2025-06-23,9,"El Paso, TX",46,47,0.0,80,72,7
2025-06-23T09:43:57,2025-06-23T10:00:00-05:00,2025-06-23,9,"Austin, TX",26,68,0.0,86,81,4
2025-06-23T09:43:58,2025-06-23T10:00:00-05:00,2025-06-23,9,"San Antonio, TX",22,68,0.0,86,81,6
2025-06-23T09:43:59,2025-06-23T10:00:00-05:00,2025-06-23,9,"Houston, TX",22,70,0.03,87,84,6
2025-06-23T09:44:00,2025-06-23T10:00:00-05:00,2025-06-23,9,"McAllen, TX",33,70,0.0,86,83,8
2025-06-23T09:44:01,2025-06-23T10:00:00-05:00,2025-06-23,9,"Dallas, TX",46,70,0.0,84,80,6
2025-06-23T09:44:02,2025-06-23T10:00:00-05:00,2025-06-23,9,"Corpus Christi, TX",20,75,0.0,86,82,9
2025-06-23T09:44:03,2025-06-23T10:00:00-05:00,2025-06-23,9,"Port Isabel, TX",40,77,0.0,84,81,9
2025-06-23T09:44:04,2025-06-23T10:00:00-05:00,2025-06-23,9,"Portland, TX",23,80,0.0,86,83,9
2025-06-23T09:44:05,2025-06-23T10:00:00-05:00,2025-06-23,9,"Freeport, TX",13,75,0.0,86,83,7
2025-06-23T09:44:06,2025-06-23T10:00:00-05:00,2025-06-23,9,"Edna, TX",16,73,0.0,87,84,7
2025-06-23T09:44:07,2025-06-23T10:00:00-05:00,2025-06-23,9,"Amarillo, TX",54,67,0.0,77,73,13
2025-06-23T09:44:08,2025-06-23T10:00:00-05:00,2025-06-23,9,"Baton Rouge, LA",9,72,0.0,86,84,4
2025-06-23T09:44:09,2025-06-23T10:00:00-05:00,2025-06-23,9,"New Orleans, LA",8,70,0.0,89,85,6
2025-06-23T09:44:10,2025-06-23T10:00:00-05:00,2025-06-23,9,"Monroe, LA",30,68,0.0,87,84,2
2025-06-23T09:44:11,2025-06-23T10:00:00-05:00,2025-06-23,9,"Monroe, LA",30,68,0.0,87,84,2
2025-06-23T09:44:12,2025-06-23T10:00:00-05:00,2025-06-23,9,"Morgan City, LA",11,82,0.08,84,82,5
2025-06-23T09:44:13,2025-06-23T10:00:00-05:00,2025-06-23,9,"Slidell, LA",7,68,0.01,89,85,5
2025-06-23T09:44:14,2025-06-23T10:00:00-05:00,2025-06-23,9,"Gulfport, MS",4,75,0.02,86,84,6
2025-06-23T09:44:16,2025-06-23T10:00:00-05:00,2025-06-23,9,"Pascagoula, MS",6,73,0.01,87,85,5
2025-06-23T09:44:17,2025-06-23T10:00:00-05:00,2025-06-23,9,"Hattiesburg, MS",7,70,0.0,86,83,2
2025-06-23T09:44:18,2025-06-23T10:00:00-05:00,2025-06-23,9,"Jackson, MS",8,75,0.0,86,84,1
2025-06-23T09:48:18,2025-06-23T10:00:00-07:00,2025-06-23,7,"Phoenix, AZ",1,19,0.0,89,75,4
2025-06-23T09:48:19,2025-06-23T10:00:00-07:00,2025-06-23,7,"Tucson, AZ",8,21,0.0,89,75,5
2025-06-23T09:48:20,2025-06-23T10:00:00-07:00,2025-06-23,7,"Flagstaff, AZ",0,22,0.0,71,59,13
2025-06-23T09:48:22,2025-06-23T10:00:00-07:00,2025-06-23,7,"Yuma, AZ",1,32,0.0,87,77,9
2025-06-23T09:48:22,2025-06-23T10:00:00-07:00,2025-06-23,7,"Kingman, AZ",0,22,0.0,80,67,13
2025-06-23T09:48:23,2025-06-23T10:00:00-07:00,2025-06-23,7,"Sierra Vista, AZ",29,25,0.0,82,71,6
