Program runtime,Data timestamp,Local date,Local hr,City,Cloud,Humidity,Precip,Temp,Wbgt,Wind
2024-10-05T12:03:31,2024-10-05T13:00:00-04:00,2024-10-05,13,"Jacksonville, FL",97,77,0.22,84,80,6
2024-10-05T12:03:32,2024-10-05T13:00:00-04:00,2024-10-05,13,"Ocala, FL",93,66,0.01,87,83,6
2024-10-05T12:03:34,2024-10-05T13:00:00-04:00,2024-10-05,13,"Weston, FL",50,66,0.05,87,85,8
2024-10-05T12:03:35,2024-10-05T13:00:00-04:00,2024-10-05,13,"Orlando, FL",54,65,0.0,86,84,8
2024-10-05T12:03:36,2024-10-05T13:00:00-04:00,2024-10-05,13,"Tampa, FL",47,61,0.0,87,84,8
2024-10-05T12:03:37,2024-10-05T13:00:00-04:00,2024-10-05,13,"Hardee, FL",46,66,0.0,87,85,7
2024-10-05T12:03:39,2024-10-05T13:00:00-04:00,2024-10-05,13,"Key West, FL",28,70,0.07,89,87,7
2024-10-05T12:03:40,2024-10-05T13:00:00-04:00,2024-10-05,13,"Naples, FL",55,75,0.01,87,86,8
2024-10-05T12:03:41,2024-10-05T13:00:00-04:00,2024-10-05,13,"Melbourne, FL",34,68,0.0,87,84,10
2024-10-05T12:03:43,2024-10-05T13:00:00-04:00,2024-10-05,13,"Palm City, FL",32,72,0.0,86,85,9
2024-10-05T12:03:44,2024-10-05T13:00:00-04:00,2024-10-05,13,"Basinger, FL",36,63,0.0,87,85,8
2024-10-05T12:03:46,2024-10-05T13:00:00-04:00,2024-10-05,13,"Zolfo Springs, FL",46,66,0.0,87,85,7
2024-10-05T12:03:47,2024-10-05T13:00:00-04:00,2024-10-05,13,"Cornwell, FL",36,66,0.0,87,85,7
2024-10-05T12:03:48,2024-10-05T13:00:00-04:00,2024-10-05,13,"Miami, FL",58,80,0.06,86,84,10
2024-10-05T12:03:49,2024-10-05T13:00:00-04:00,2024-10-05,13,"Boca Raton, FL",35,70,0.0,87,86,10
2024-10-05T12:03:50,2024-10-05T13:00:00-04:00,2024-10-05,13,"Sarasota, FL",41,68,0.0,89,85,10
2024-10-05T12:03:51,2024-10-05T13:00:00-04:00,2024-10-05,13,"Palm Beach, FL",35,77,0.0,86,84,10
2024-10-05T12:03:53,2024-10-05T13:00:00-04:00,2024-10-05,13,"Wellington, FL",45,66,0.0,89,86,9
2024-10-05T12:03:54,2024-10-05T13:00:00-04:00,2024-10-05,13,"Jupiter, FL",41,75,0.0,86,85,9
2024-10-05T12:03:55,2024-10-05T13:00:00-04:00,2024-10-05,13,"Sugarton, FL",33,68,0.0,86,84,8
2024-10-05T12:03:57,2024-10-05T13:00:00-04:00,2024-10-05,13,"Deer Park, FL",50,63,0.0,87,84,6
2024-10-05T12:03:58,2024-10-05T13:00:00-04:00,2024-10-05,13,"Big Pine Key, FL",28,68,0.03,89,87,8
2024-10-05T12:04:00,2024-10-05T13:00:00-04:00,2024-10-05,13,"Bay Point, FL",28,70,0.06,89,87,7
2024-10-05T12:04:01,2024-10-05T13:00:00-05:00,2024-10-05,12,"Panama City Beach, FL",81,82,0.01,82,79,12
2024-10-05T12:04:03,2024-10-05T13:00:00-05:00,2024-10-05,12,"San Blas, FL",85,88,0.01,82,80,14
2024-10-05T12:04:05,2024-10-05T13:00:00-05:00,2024-10-05,12,"White City, FL",84,79,0.01,82,80,7
2024-10-05T12:04:06,2024-10-05T13:00:00-04:00,2024-10-05,13,"Port Charlotte, FL",45,66,0.0,89,86,9
2024-10-05T12:04:08,2024-10-05T13:00:00-04:00,2024-10-05,13,"Cape Coral, FL",45,70,0.0,86,85,7
2024-10-05T12:04:09,2024-10-05T13:00:00-04:00,2024-10-05,13,"Bonita Springs, FL",44,68,0.01,87,85,8
2024-10-05T12:04:10,2024-10-05T13:00:00-04:00,2024-10-05,13,"Miles City, FL",47,70,0.0,87,86,6
2024-10-05T12:04:12,2024-10-05T13:00:00-04:00,2024-10-05,13,"Long Key, FL",44,70,0.01,86,84,8
2024-10-05T12:04:13,2024-10-05T13:00:00-04:00,2024-10-05,13,"Duck Key, FL",32,68,0.06,89,87,8
2024-10-05T12:04:14,2024-10-05T13:00:00-04:00,2024-10-05,13,"Kalamazoo, FL",55,70,0.02,86,84,8
2024-10-05T12:04:15,2024-10-05T13:00:00-04:00,2024-10-05,13,"Flagler Beach, FL",80,72,0.11,86,82,6
2024-10-05T12:04:17,2024-10-05T13:00:00-04:00,2024-10-05,13,"Princeton, FL",70,75,0.92,86,85,8
2024-10-05T12:08:18,2024-10-05T13:00:00-05:00,2024-10-05,12,"El Paso, TX",1,24,0.0,84,73,3
2024-10-05T12:08:19,2024-10-05T13:00:00-05:00,2024-10-05,12,"Austin, TX",35,49,0.0,91,84,6
2024-10-05T12:08:20,2024-10-05T13:00:00-05:00,2024-10-05,12,"San Antonio, TX",23,49,0.0,91,84,9
2024-10-05T12:08:22,2024-10-05T13:00:00-05:00,2024-10-05,12,"Houston, TX",53,70,0.0,86,85,8
2024-10-05T12:08:23,2024-10-05T13:00:00-05:00,2024-10-05,12,"McAllen, TX",76,75,0.05,86,84,8
2024-10-05T12:08:24,2024-10-05T13:00:00-05:00,2024-10-05,12,"Dallas, TX",10,41,0.0,89,81,4
2024-10-05T12:08:25,2024-10-05T13:00:00-05:00,2024-10-05,12,"Corpus Christi, TX",79,80,0.14,84,82,12
2024-10-05T12:08:26,2024-10-05T13:00:00-05:00,2024-10-05,12,"Port Isabel, TX",81,82,0.79,84,81,12
2024-10-05T12:08:27,2024-10-05T13:00:00-05:00,2024-10-05,12,"Portland, TX",61,80,0.13,84,83,11
2024-10-05T12:08:28,2024-10-05T13:00:00-05:00,2024-10-05,12,"Freeport, TX",69,82,0.06,84,83,13
2024-10-05T12:08:29,2024-10-05T13:00:00-05:00,2024-10-05,12,"Edna, TX",50,64,0.0,89,86,10
2024-10-05T12:08:30,2024-10-05T13:00:00-05:00,2024-10-05,12,"Amarillo, TX",1,24,0.0,86,75,12
2024-10-05T12:08:31,2024-10-05T13:00:00-05:00,2024-10-05,12,"Baton Rouge, LA",68,63,0.0,86,81,8
2024-10-05T12:08:32,2024-10-05T13:00:00-05:00,2024-10-05,12,"New Orleans, LA",87,85,0.0,80,79,10
2024-10-05T12:08:33,2024-10-05T13:00:00-05:00,2024-10-05,12,"Monroe, LA",25,48,0.0,89,83,7
2024-10-05T12:08:34,2024-10-05T13:00:00-05:00,2024-10-05,12,"Monroe, LA",25,48,0.0,89,83,7
2024-10-05T12:08:34,2024-10-05T13:00:00-05:00,2024-10-05,12,"Morgan City, LA",78,91,0.0,80,80,10
2024-10-05T12:08:36,2024-10-05T13:00:00-05:00,2024-10-05,12,"Slidell, LA",87,77,0.0,82,79,8
2024-10-05T12:08:37,2024-10-05T13:00:00-05:00,2024-10-05,12,"Gulfport, MS",85,82,0.0,80,79,11
2024-10-05T12:08:37,2024-10-05T13:00:00-05:00,2024-10-05,12,"Pascagoula, MS",89,85,0.0,80,78,10
2024-10-05T12:08:40,2024-10-05T13:00:00-05:00,2024-10-05,12,"Hattiesburg, MS",82,61,0.0,84,79,8
2024-10-05T12:08:41,2024-10-05T13:00:00-05:00,2024-10-05,12,"Jackson, MS",29,50,0.0,87,82,8
2024-10-05T12:12:42,2024-10-05T13:00:00-07:00,2024-10-05,10,"Phoenix, AZ",5,10,0.0,104,84,4
2024-10-05T12:12:43,2024-10-05T13:00:00-07:00,2024-10-05,10,"Tucson, AZ",5,10,0.0,102,82,4
2024-10-05T12:12:44,2024-10-05T13:00:00-07:00,2024-10-05,10,"Flagstaff, AZ",26,11,0.0,84,68,8
2024-10-05T12:12:45,2024-10-05T13:00:00-07:00,2024-10-05,10,"Yuma, AZ",1,13,0.0,107,88,4
2024-10-05T12:12:46,2024-10-05T13:00:00-07:00,2024-10-05,10,"Kingman, AZ",2,10,0.0,98,78,7
2024-10-05T12:12:47,2024-10-05T13:00:00-07:00,2024-10-05,10,"Sierra Vista, AZ",5,13,0.0,91,75,6
2024-10-05T12:12:48,2024-10-05T13:00:00-07:00,2024-10-05,10,"Graham, AZ",4,14,0.0,95,78,5
2024-10-05T12:12:49,2024-10-05T13:00:00-07:00,2024-10-05,10,"Globe, AZ",3,13,0.0,93,77,5
2024-10-05T12:12:50,2024-10-05T13:00:00-07:00,2024-10-05,10,"Beaver Dam, AZ",2,9,0.0,100,81,2
2024-10-05T12:12:51,2024-10-05T13:00:00-07:00,2024-10-05,10,"Lake Havasu City, AZ",1,9,0.0,104,83,2
2024-10-05T12:12:52,2024-10-05T13:00:00-07:00,2024-10-05,10,"Bullhead City, AZ",2,9,0.0,105,84,9
2024-10-05T12:12:53,2024-10-05T13:00:00-07:00,2024-10-05,10,"Page, AZ",2,11,0.0,89,73,3
2024-10-05T12:12:55,2024-10-05T13:00:00-07:00,2024-10-05,10,"Mammoth, AZ",3,11,0.0,102,82,3
2024-10-05T12:12:56,2024-10-05T13:00:00-07:00,2024-10-05,10,"New River, AZ",1,10,0.0,102,82,5
2024-10-05T12:12:57,2024-10-05T13:00:00-07:00,2024-10-05,10,"Florence Junction, AZ",2,10,0.0,104,83,5
2024-10-05T12:12:58,2024-10-05T13:00:00-07:00,2024-10-05,10,"Gila Bend, AZ",2,8,0.0,107,86,5
2024-10-05T12:13:00,2024-10-05T13:00:00-07:00,2024-10-05,10,"Green Valley, AZ",4,12,0.0,98,80,6
2024-10-05T12:13:01,2024-10-05T13:00:00-07:00,2024-10-05,10,"Why, AZ",2,8,0.0,107,84,4
2024-10-05T12:13:03,2024-10-05T13:00:00-07:00,2024-10-05,10,"Brenda, AZ",2,10,0.0,105,85,5
2024-10-05T12:13:04,2024-10-05T13:00:00-07:00,2024-10-05,10,"Lake Havasu City, AZ",1,9,0.0,104,83,2
2024-10-05T12:13:05,2024-10-05T13:00:00-07:00,2024-10-05,10,"Glendale, AZ",2,10,0.0,105,85,4
2024-10-05T12:13:06,2024-10-05T13:00:00-07:00,2024-10-05,10,"Tempe, AZ",2,10,0.0,105,85,3
2024-10-05T12:13:07,2024-10-05T13:00:00-07:00,2024-10-05,10,"Mesa, AZ",3,10,0.0,105,85,3
2024-10-05T12:13:07,2024-10-05T13:00:00-07:00,2024-10-05,10,"Scottsdale, AZ",2,10,0.0,104,84,3
2024-10-05T12:13:08,2024-10-05T13:00:00-07:00,2024-10-05,10,"Apache Junction, AZ",3,10,0.0,104,83,4
2024-10-05T12:13:09,2024-10-05T13:00:00-07:00,2024-10-05,10,"Morristown, AZ",2,11,0.0,102,82,6
2024-10-05T12:13:10,2024-10-05T13:00:00-07:00,2024-10-05,10,"Kino Springs, AZ",3,12,0.0,96,78,8
2024-10-05T12:13:11,2024-10-05T13:00:00-07:00,2024-10-05,10,"Carmen, AZ",6,13,0.0,98,80,6
2024-10-05T12:13:11,2024-10-05T13:00:00-07:00,2024-10-05,10,"Old Glory, AZ",4,11,0.0,95,76,7
2024-10-05T12:13:12,2024-10-05T13:00:00-07:00,2024-10-05,10,"San Vicente, AZ",4,8,0.0,100,79,9
2024-10-05T12:13:13,2024-10-05T13:00:00-07:00,2024-10-05,10,"Katherine, AZ",2,17,0.0,96,80,10
2024-10-05T12:13:14,2024-10-05T13:00:00-06:00,2024-10-05,11,"Deming, NM",4,20,0.0,86,73,4
2024-10-05T12:13:15,2024-10-05T13:00:00-06:00,2024-10-05,11,"Lordsburg, NM",4,18,0.0,87,74,6
2024-10-05T12:13:15,2024-10-05T13:00:00-06:00,2024-10-05,11,"Albuquerque, NM",7,19,0.0,84,71,7
2024-10-05T12:13:16,2024-10-05T13:00:00-06:00,2024-10-05,11,"Santa Fe, NM",5,22,0.0,77,65,8
2024-10-05T12:13:17,2024-10-05T13:00:00-06:00,2024-10-05,11,"Roswell, NM",2,23,0.0,87,75,6
2024-10-05T12:13:18,2024-10-05T13:00:00-06:00,2024-10-05,11,"Mesita, NM",6,14,0.0,84,69,9
2024-10-05T12:13:19,2024-10-05T13:00:00-06:00,2024-10-05,11,"Socorro, NM",3,16,0.0,89,74,6
2024-10-05T12:13:20,2024-10-05T13:00:00-06:00,2024-10-05,11,"Silver City, NM",6,18,0.0,84,70,7
2024-10-05T12:13:21,2024-10-05T13:00:00-06:00,2024-10-05,11,"Las Cruces, NM",5,19,0.0,87,74,4
2024-10-05T12:13:21,2024-10-05T13:00:00-06:00,2024-10-05,11,"Alamogordo, NM",3,21,0.0,84,72,5
2024-10-05T12:13:23,2024-10-05T13:00:00-06:00,2024-10-05,11,"Farmington, NM",1,16,0.0,78,66,12
2024-10-05T12:13:23,2024-10-05T13:00:00-06:00,2024-10-05,11,"Gallup, NM",4,13,0.0,82,67,8
2024-10-05T12:13:24,2024-10-05T13:00:00-06:00,2024-10-05,11,"Denver, CO",6,10,0.0,84,68,11
2024-10-05T12:13:25,2024-10-05T13:00:00-06:00,2024-10-05,11,"Grand Junction, CO",4,18,0.0,80,68,5
2024-10-05T12:13:26,2024-10-05T13:00:00-06:00,2024-10-05,11,"Grand Junction, CO",4,18,0.0,80,68,5
2024-10-05T12:13:27,2024-10-05T13:00:00-06:00,2024-10-05,11,"Fort Collins, CO",6,13,0.0,80,66,13
2024-10-05T12:13:28,2024-10-05T13:00:00-06:00,2024-10-05,11,"Cortez, CO",6,14,0.0,80,66,9
2024-10-05T12:13:29,2024-10-05T13:00:00-06:00,2024-10-05,11,"Uravan, CO",4,12,0.0,86,70,5
2024-10-05T12:13:30,2024-10-05T13:00:00-06:00,2024-10-05,11,"Salt Lake City, UT",4,24,0.0,75,65,6
2024-10-05T12:13:30,2024-10-05T13:00:00-06:00,2024-10-05,11,"Cedar City, UT",3,16,0.0,77,64,6
2024-10-05T12:14:01,2024-10-05T13:00:00-06:00,2024-10-05,11,"St. George, UT",3,14,0.0,93,76,1
2024-10-05T12:14:02,2024-10-05T13:00:00-06:00,2024-10-05,11,"Halls Crossing, UT",3,13,0.0,82,68,3
2024-10-05T12:14:03,2024-10-05T13:00:00-06:00,2024-10-05,11,"Moab, UT",3,12,0.0,84,69,5
2024-10-05T12:14:05,2024-10-05T13:00:00-06:00,2024-10-05,11,"Brendel, UT",3,14,0.0,82,67,8
2024-10-05T12:14:06,2024-10-05T13:00:00-06:00,2024-10-05,11,"Ogden, UT",4,25,0.0,73,64,4
2024-10-05T12:14:07,2024-10-05T13:00:00-06:00,2024-10-05,11,"Fillmore, UT",3,15,0.0,78,66,5
2024-10-05T12:14:08,2024-10-05T13:00:00-06:00,2024-10-05,11,"Cheyenne, WY",3,12,0.0,77,62,25
2024-10-05T12:14:09,2024-10-05T13:00:00-06:00,2024-10-05,11,"Casper, WY",2,21,0.0,68,57,13
2024-10-05T12:14:11,2024-10-05T13:00:00-06:00,2024-10-05,11,"Buffalo, WY",4,25,0.0,62,52,17
2024-10-05T12:14:11,2024-10-05T13:00:00-06:00,2024-10-05,11,"Sundance, WY",2,21,0.0,57,48,16
2024-10-05T12:14:12,2024-10-05T13:00:00-06:00,2024-10-05,11,"Boise, ID",1,33,0.0,66,60,3
2024-10-05T12:15:14,2024-10-05T13:00:00-06:00,2024-10-05,11,"Twin Falls, ID",2,36,0.0,68,61,7
2024-10-05T12:15:15,2024-10-05T13:00:00-06:00,2024-10-05,11,"Pocatello, ID",3,38,0.0,64,58,11
2024-10-05T12:15:47,2024-10-05T13:00:00-06:00,2024-10-05,11,"Idaho Falls, ID",1,37,0.0,62,57,12
2024-10-05T12:19:49,2024-10-05T13:00:00-07:00,2024-10-05,10,"Las Vegas, NV",3,9,0.0,98,79,5
2024-10-05T12:19:50,2024-10-05T13:00:00-07:00,2024-10-05,10,"Indian Springs, NV",3,8,0.0,95,76,2
2024-10-05T12:19:51,2024-10-05T13:00:00-07:00,2024-10-05,10,"Carson City, NV",3,18,0.0,84,71,3
2024-10-05T12:19:52,2024-10-05T13:00:00-07:00,2024-10-05,10,"Reno, NV",8,20,0.0,84,72,2
2024-10-05T12:19:53,2024-10-05T13:00:00-07:00,2024-10-05,10,"Mesquite, NV",2,9,0.0,100,80,2
2024-10-05T12:19:55,2024-10-05T13:00:00-07:00,2024-10-05,10,"Dry Lake, NV",3,18,0.0,84,70,3
2024-10-05T12:19:56,2024-10-05T13:00:00-07:00,2024-10-05,10,"Caliente, NV",7,13,0.0,86,71,5
2024-10-05T12:19:57,2024-10-05T13:00:00-07:00,2024-10-05,10,"Beatty, NV",2,10,0.0,93,75,4
2024-10-05T12:19:59,2024-10-05T13:00:00-07:00,2024-10-05,10,"Panaca, NV",8,13,0.0,91,75,4
2024-10-05T12:20:00,2024-10-05T13:00:00-07:00,2024-10-05,10,"Cal-Nev-Ari, NV",3,10,0.0,98,78,9
2024-10-05T12:20:00,2024-10-05T13:00:00-07:00,2024-10-05,10,"Nelson, NV",5,10,0.0,93,75,10
2024-10-05T12:20:01,2024-10-05T13:00:00-07:00,2024-10-05,10,"Whitney, NV",3,9,0.0,100,80,4
2024-10-05T12:20:02,2024-10-05T13:00:00-07:00,2024-10-05,10,"Elko, NV",2,21,0.0,78,66,9
2024-10-05T12:20:03,2024-10-05T13:00:00-07:00,2024-10-05,10,"Carson City, NV",3,18,0.0,84,71,3
2024-10-05T12:20:05,2024-10-05T13:00:00-07:00,2024-10-05,10,"San Diego, CA",35,62,0.0,77,75,5
2024-10-05T12:20:06,2024-10-05T13:00:00-07:00,2024-10-05,10,"El Centro, CA",3,13,0.0,107,88,3
2024-10-05T12:20:09,2024-10-05T13:00:00-07:00,2024-10-05,10,"Borrego Springs, CA",1,9,0.0,107,86,6
2024-10-05T12:20:12,2024-10-05T13:00:00-07:00,2024-10-05,10,"Salton City, CA",1,14,0.0,107,88,5
2024-10-05T12:20:13,2024-10-05T13:00:00-07:00,2024-10-05,10,"San Diego, CA",35,62,0.0,77,75,5
