Cloud,Humidity,Precip,Temp,Wind,Wbgt,class
42,28,0.0,77,2,64,0
13,26,0.0,75,3,63,0
17,24,0.0,77,5,64,0
23,25,0.0,78,8,65,0
18,18,0.0,80,4,65,0
2,23,0.0,75,7,62,0
1,20,0.0,78,12,64,0
3,17,0.0,82,10,65,0
3,19,0.0,80,12,65,0
16,51,0.0,68,4,61,0
0,34,0.0,71,7,61,0
4,30,0.0,73,9,62,0
7,39,0.0,66,9,58,0
23,12,0.0,91,3,73,0
9,10,0.0,86,2,69,0
2,28,0.0,69,2,59,0
3,24,0.0,69,2,59,0
37,14,0.0,95,1,76,0
2,20,0.0,73,3,60,0
42,19,0.0,80,5,65,0
2,10,0.0,84,3,66,0
31,20,0.0,84,4,69,0
18,12,0.0,93,5,74,0
39,13,0.0,89,6,71,0
30,12,0.0,93,2,74,0
1,20,0.0,71,3,59,0
2,28,0.0,69,2,59,0
87,78,0.0,68,6,66,0
1,10,0.0,96,5,77,1
3,10,0.0,98,3,77,1
1,19,0.0,93,4,77,1
87,78,0.0,68,6,66,0
2,13,0.0,95,3,76,0
5,14,0.0,95,5,77,1
5,19,0.0,95,4,78,1
13,48,0.0,75,1,68,0
65,76,0.0,68,2,65,0
2,19,0.0,78,6,65,0
3,25,0.0,77,2,66,0
3,15,0.0,82,2,67,0
13,48,0.0,75,1,68,0
1,19,0.0,82,1,68,0
3,21,0.0,80,4,66,0
3,18,0.0,80,4,66,0
1,9,0.0,89,3,70,0
90,63,0.0,68,2,63,0
1,40,0.0,77,2,69,0
1,36,0.0,71,2,62,0
13,81,0.0,62,1,60,0
49,97,0.0,57,3,58,0
18,75,0.0,66,1,63,0
1,57,0.0,71,4,66,0
1,55,0.0,71,5,66,0
2,78,0.0,66,4,64,0
1,61,0.0,69,5,65,0
49,87,0.0,62,3,61,0
10,73,0.0,66,2,63,0
12,55,0.0,68,2,62,0
1,65,0.0,66,2,63,0
13,48,0.0,75,1,68,0
0,55,0.0,69,2,64,0
1,63,0.0,69,2,66,0
1,43,0.0,73,5,66,0
9,33,0.0,75,1,65,0
1,11,0.0,95,5,76,0
2,22,0.0,78,1,66,0
0,32,0.0,82,6,70,0
12,55,0.0,68,2,62,0
1,53,0.0,73,2,68,0
16,12,0.0,95,3,76,0
3,10,0.0,98,3,77,1
1,36,0.0,78,3,69,0
5,44,0.0,68,1,60,0
81,73,0.0,68,6,65,0
5,45,0.0,64,1,58,0
10,42,0.0,68,1,61,0
2,26,0.0,75,2,63,0
0,24,0.0,73,2,61,0
17,75,0.0,64,2,63,0
28,81,0.0,64,2,62,0
25,73,0.0,66,2,63,0
21,75,0.0,66,2,63,0
14,78,0.0,64,7,61,0
1,66,0.0,68,5,65,0
2,70,0.0,66,7,64,0
56,93,0.0,59,2,58,0
39,77,0.0,53,6,52,0
15,74,0.0,53,5,51,0
42,83,0.0,50,6,48,0
22,39,0.0,60,9,54,0
40,80,0.0,55,4,53,0
32,75,0.0,55,5,54,0
30,75,0.0,55,6,54,0
38,75,0.0,55,3,54,0
10,67,0.0,59,2,56,0
23,59,0.0,53,4,49,0
23,62,0.0,84,13,79,1
37,55,0.01,86,11,80,1
14,55,0.0,84,7,80,1
56,60,0.01,80,7,76,0
37,55,0.01,86,11,80,1
91,78,0.0,64,4,61,0
92,75,0.0,64,2,61,0
92,78,0.0,62,4,60,0
91,80,0.0,60,4,59,0
89,70,0.0,66,4,62,0
95,80,0.0,62,4,59,0
93,90,0.07,64,11,62,0
75,73,0.0,68,3,65,0
93,78,0.0,64,5,61,0
90,84,0.01,73,9,72,0
79,87,0.01,73,9,72,0
100,90,0.06,66,7,64,0
99,90,0.06,66,7,64,0
98,87,0.04,68,7,67,0
100,90,0.02,66,7,65,0
100,90,0.02,64,5,63,0
100,93,0.09,71,6,70,0
96,93,0.01,66,8,65,0
100,96,0.03,66,7,65,0
98,87,0.1,69,6,68,0
100,100,0.15,59,6,59,0
98,81,0.08,71,7,68,0
98,81,0.06,73,5,71,0
97,81,0.01,71,6,68,0
100,93,0.04,64,7,63,0
96,87,0.02,68,7,67,0
96,78,0.03,71,7,69,0
71,76,0.01,75,7,73,0
88,81,0.01,73,6,72,0
66,81,0.0,75,5,74,0
80,79,0.01,75,5,72,0
96,87,0.0,71,7,69,0
66,81,0.0,75,5,74,0
97,96,0.0,69,7,69,0
94,90,0.0,71,9,69,0
95,100,0.01,66,4,67,0
95,100,0.03,66,5,67,0
99,90,0.03,71,7,69,0
100,93,0.1,68,5,66,0
100,100,0.07,66,3,65,0
72,76,0.0,71,15,68,0
88,76,0.0,71,11,69,0
94,90,0.0,68,10,67,0
82,93,0.0,68,8,67,0
1,51,0.0,73,4,67,0
1,51,0.0,73,4,67,0
23,68,0.0,71,15,68,0
39,74,0.0,78,3,76,0
53,76,0.0,77,3,76,0
94,100,0.0,68,5,69,0
93,96,0.07,68,5,67,0
37,79,0.0,77,2,77,1
38,74,0.0,78,3,77,1
63,76,0.0,77,3,75,0
82,93,0.06,68,3,67,0
50,72,0.0,82,3,80,1
24,74,0.0,82,2,81,1
55,77,0.0,80,3,79,1
37,79,0.0,78,2,77,1
25,85,0.0,78,2,78,1
30,76,0.0,80,2,78,1
42,82,0.0,78,3,78,1
28,79,0.0,78,2,77,1
47,71,0.0,80,2,78,1
55,77,0.03,82,3,80,1
55,74,0.0,82,3,79,1
48,84,0.0,75,5,74,0
6,72,0.0,82,5,79,1
15,76,0.0,78,4,77,1
37,85,0.0,78,3,78,1
19,82,0.0,82,5,81,1
9,72,0.0,82,5,79,1
9,72,0.0,82,6,80,1
15,63,0.0,82,6,78,1
17,67,0.0,82,6,79,1
18,78,0.0,71,5,70,0
73,76,0.0,73,6,72,0
39,62,0.0,77,4,74,0
4,63,0.0,84,6,81,1
72,90,0.06,69,5,70,0
31,72,0.0,84,6,81,1
64,82,0.17,84,4,82,2
14,70,0.0,89,4,86,3
54,82,0.04,86,5,84,2
46,77,0.19,86,4,84,2
37,72,0.04,89,5,86,3
26,72,0.0,89,6,86,3
6,80,0.01,87,5,86,3
33,80,0.0,86,6,85,3
28,80,0.0,86,5,85,3
36,80,0.0,86,5,85,3
39,72,0.04,89,5,86,3
36,80,0.0,86,5,85,3
39,80,0.01,87,5,86,3
22,75,0.0,89,6,86,3
43,77,0.07,87,5,85,3
12,77,0.0,87,6,86,3
11,70,0.0,89,5,86,3
13,75,0.0,89,5,86,3
12,75,0.0,87,5,85,3
46,77,0.57,86,3,84,2
34,68,0.0,91,6,88,4
30,75,0.0,89,6,86,3
28,68,0.01,86,11,82,2
29,68,0.0,86,13,81,1
42,63,0.07,87,8,84,2
37,75,0.02,87,5,85,3
29,75,0.06,87,5,85,3
21,72,0.02,89,5,86,3
5,70,0.0,89,4,86,3
22,75,0.02,87,6,85,3
37,72,0.0,89,6,86,3
52,82,0.03,86,5,84,2
42,75,0.02,86,3,84,2
17,70,0.0,89,4,87,4
2,31,0.0,80,6,68,0
2,40,0.0,84,5,75,0
2,36,0.0,84,5,75,0
2,41,0.0,84,4,76,0
10,52,0.0,89,2,82,2
62,51,0.0,80,5,73,0
1,67,0.0,84,4,81,1
48,68,0.0,86,4,82,2
2,63,0.0,86,4,81,1
1,53,0.0,82,5,76,0
0,41,0.0,84,5,76,0
0,41,0.0,73,3,66,0
0,55,0.0,82,2,77,1
6,59,0.0,82,5,78,1
9,60,0.0,80,4,76,0
9,60,0.0,80,4,76,0
1,67,0.0,80,2,77,1
4,57,0.0,82,2,78,1
2,61,0.0,82,4,78,1
1,63,0.0,80,4,77,1
11,58,0.0,80,3,76,0
28,62,0.0,80,5,76,0
5,12,0.0,104,7,84,2
4,12,0.0,102,12,82,2
13,19,0.0,82,11,68,0
2,9,0.0,102,5,81,1
37,12,0.0,95,10,76,0
1,15,0.0,93,12,76,0
5,17,0.0,93,12,77,1
17,17,0.0,91,12,76,0
37,11,0.0,100,2,80,1
36,11,0.0,100,5,81,1
36,11,0.0,100,5,80,1
21,17,0.0,87,4,73,0
5,13,0.0,102,13,82,2
4,12,0.0,102,9,82,2
4,12,0.0,104,10,83,2
2,11,0.0,105,6,85,3
2,16,0.0,96,7,79,1
3,13,0.0,104,9,83,2
1,11,0.0,102,8,81,1
36,11,0.0,100,5,81,1
5,12,0.0,104,7,84,2
5,12,0.0,104,6,85,3
4,12,0.0,104,6,85,3
5,13,0.0,104,6,84,2
3,12,0.0,104,7,84,2
12,12,0.0,102,11,81,1
1,15,0.0,95,14,77,1
2,17,0.0,95,13,78,1
2,14,0.0,93,13,75,0
2,11,0.0,98,13,78,1
37,18,0.0,95,7,79,1
0,26,0.0,82,8,70,0
2,23,0.0,84,12,70,0
7,30,0.0,80,2,69,0
6,34,0.0,73,4,64,0
1,34,0.0,80,2,70,0
6,27,0.0,77,4,66,0
8,24,0.0,82,4,69,0
3,28,0.0,78,9,67,0
2,25,0.0,84,4,71,0
2,26,0.0,82,4,70,0
27,30,0.0,77,7,67,0
34,23,0.0,77,6,65,0
1,25,0.0,80,2,68,0
5,23,0.0,80,7,68,0
5,23,0.0,80,7,68,0
1,32,0.0,77,3,67,0
9,30,0.0,75,7,65,0
7,25,0.0,80,3,67,0
21,22,0.0,84,8,70,0
9,19,0.0,82,6,67,0
13,19,0.0,89,3,74,0
42,24,0.0,80,2,68,0
15,22,0.0,80,3,67,0
14,22,0.0,80,5,67,0
23,23,0.0,82,8,68,0
18,17,0.0,84,4,68,0
3,20,0.0,80,8,66,0
0,17,0.0,82,14,66,0
3,15,0.0,86,10,69,0
2,18,0.0,82,12,67,0
16,46,0.0,71,4,64,0
0,32,0.0,75,7,65,0
3,26,0.0,77,9,65,0
2,31,0.0,71,11,62,0
22,10,0.0,95,4,77,1
9,8,0.0,93,2,73,0
4,20,0.0,75,2,63,0
6,19,0.0,75,2,63,0
39,12,0.0,98,2,80,1
2,17,0.0,77,4,64,0
45,15,0.0,86,6,70,0
1,9,0.0,87,4,70,0
33,15,0.0,91,5,75,0
18,11,0.0,95,8,76,0
37,11,0.0,91,8,73,0
26,10,0.0,96,2,77,1
0,16,0.0,77,4,64,0
4,20,0.0,75,2,63,0
22,71,0.0,71,7,70,0
1,8,0.0,102,5,81,1
1,9,0.0,102,3,81,1
1,16,0.0,96,3,80,1
22,71,0.0,71,7,70,0
2,10,0.0,100,3,80,1
2,12,0.0,100,5,80,1
2,15,0.0,100,3,82,2
3,41,0.0,80,1,72,0
13,66,0.0,73,2,70,0
2,16,0.0,82,6,69,0
4,21,0.0,84,2,71,0
2,12,0.0,86,3,70,0
3,41,0.0,80,1,72,0
1,16,0.0,86,1,72,0
0,16,0.0,86,9,71,0
0,15,0.0,86,10,71,0
1,8,0.0,93,2,75,0
0,53,0.0,73,2,68,0
1,36,0.0,80,3,72,0
2,32,0.0,75,4,66,0
4,63,0.0,68,1,66,0
15,84,0.0,64,5,64,0
8,66,0.0,71,2,68,0
1,48,0.0,75,3,70,0
1,48,0.0,75,5,70,0
1,66,0.0,71,4,68,0
0,53,0.0,73,5,69,0
31,81,0.0,64,3,64,0
1,63,0.0,69,2,67,0
1,44,0.0,73,6,67,0
0,57,0.0,71,3,67,0
3,41,0.0,80,1,72,0
1,50,0.0,73,3,68,0
1,57,0.0,73,3,69,0
1,35,0.0,78,5,70,0
2,28,0.0,80,2,69,0
1,10,0.0,100,5,80,1
1,20,0.0,82,1,70,0
0,27,0.0,87,5,75,0
1,44,0.0,73,6,67,0
2,45,0.0,77,3,71,0
17,11,0.0,98,5,79,1
1,9,0.0,102,3,81,1
5,30,0.0,84,3,73,0
1,34,0.0,73,3,65,0
18,68,0.0,71,7,70,0
1,38,0.0,69,4,62,0
4,34,0.0,73,2,65,0
1,25,0.0,77,2,65,0
1,20,0.0,78,2,66,0
12,68,0.0,68,3,65,0
21,73,0.0,68,3,66,0
13,66,0.0,69,2,67,0
9,68,0.0,69,2,67,0
6,70,0.0,66,7,64,0
0,57,0.0,73,6,68,0
0,61,0.0,71,7,67,0
18,84,0.0,62,2,63,0
23,74,0.0,55,5,55,0
10,69,0.0,55,6,53,0
28,80,0.0,50,5,50,0
3,34,0.0,62,10,56,0
15,72,0.0,57,5,56,0
11,64,0.0,59,6,56,0
9,64,0.0,59,7,56,0
6,62,0.0,59,4,56,0
0,56,0.0,62,2,59,0
9,47,0.0,55,6,51,0
23,62,0.0,84,13,79,1
37,55,0.01,86,11,80,1
14,55,0.0,84,7,80,1
56,60,0.01,80,7,76,0
37,55,0.01,86,11,80,1
91,75,0.0,64,5,62,0
91,70,0.0,66,2,63,0
93,73,0.0,64,3,62,0
90,75,0.0,62,3,60,0
91,68,0.0,66,3,63,0
92,78,0.0,62,4,61,0
93,90,0.07,64,11,62,0
79,71,0.0,69,2,67,0
93,73,0.0,66,4,63,0
91,76,0.01,75,10,73,0
79,82,0.01,75,9,73,0
100,87,0.06,66,7,64,0
100,84,0.06,68,7,66,0
99,84,0.04,68,8,67,0
100,90,0.02,66,7,66,0
100,90,0.02,64,5,64,0
100,90,0.09,73,6,71,0
97,87,0.01,68,8,66,0
100,97,0.03,66,7,65,0
97,81,0.1,71,6,69,0
100,100,0.15,59,6,60,0
96,79,0.08,71,7,69,0
97,76,0.06,75,5,72,0
95,79,0.01,71,7,69,0
100,93,0.04,64,6,64,0
98,81,0.02,69,7,67,0
97,79,0.03,71,7,69,0
70,69,0.01,78,7,75,0
88,74,0.01,75,6,73,0
63,79,0.0,77,6,76,0
78,76,0.01,75,5,74,0
96,84,0.0,71,7,70,0
63,79,0.0,77,6,76,0
96,100,0.0,69,7,70,0
90,90,0.0,71,9,71,0
95,100,0.01,68,5,68,0
94,97,0.03,68,5,68,0
99,87,0.03,71,8,70,0
100,90,0.1,68,5,67,0
99,100,0.07,66,4,67,0
68,76,0.0,71,14,69,0
89,74,0.0,73,11,71,0
94,87,0.0,69,10,68,0
84,84,0.0,68,9,67,0
2,44,0.0,77,5,71,0
2,44,0.0,77,5,71,0
27,62,0.0,73,15,70,0
39,72,0.0,80,4,78,1
52,72,0.0,78,3,77,1
91,100,0.0,69,5,70,0
92,97,0.07,68,5,68,0
38,72,0.0,80,2,78,1
38,69,0.0,80,4,78,1
61,74,0.0,78,3,77,1
80,93,0.06,68,4,68,0
53,67,0.0,84,2,82,2
29,72,0.0,84,2,82,2
51,72,0.0,82,2,81,1
32,77,0.0,80,3,79,1
15,77,0.0,80,2,79,1
22,74,0.0,80,3,80,1
36,77,0.0,80,3,80,1
21,77,0.0,80,2,79,1
47,69,0.0,82,3,79,1
52,72,0.01,84,3,82,2
52,70,0.0,84,2,81,1
56,79,0.0,77,5,76,0
10,65,0.0,84,8,82,2
14,69,0.0,80,5,79,1
35,77,0.0,82,4,81,1
16,82,0.0,82,5,82,2
14,63,0.0,84,7,82,2
13,67,0.0,84,6,82,2
19,61,0.0,84,8,80,1
24,65,0.0,84,6,81,1
13,76,0.0,73,6,73,0
73,71,0.0,75,7,73,0
39,56,0.0,80,5,77,1
10,61,0.0,86,7,83,2
81,90,0.06,71,5,71,0
31,68,0.0,86,7,83,2
62,77,0.17,86,5,84,2
16,64,0.0,91,5,88,4
57,77,0.04,87,5,86,3
46,75,0.18,87,5,86,3
37,70,0.04,89,6,88,4
26,75,0.0,89,6,87,4
7,77,0.01,89,6,88,4
36,73,0.0,89,6,87,4
31,73,0.0,89,5,88,4
38,73,0.0,89,5,88,4
39,70,0.04,89,6,88,4
38,73,0.0,89,5,88,4
28,80,0.01,87,7,87,4
17,70,0.0,89,7,88,4
43,75,0.02,89,6,87,4
11,80,0.0,87,7,87,4
12,68,0.0,91,5,88,4
18,70,0.0,89,5,88,4
4,66,0.0,89,5,87,4
47,75,0.28,87,4,86,3
34,68,0.0,91,6,89,4
30,70,0.0,91,6,88,4
29,63,0.01,87,12,83,2
30,66,0.0,86,13,83,2
47,62,0.07,89,9,86,3
37,73,0.11,89,6,87,4
29,73,0.04,89,5,87,4
20,68,0.0,91,6,88,4
7,64,0.0,91,4,88,4
22,73,0.0,89,7,87,4
37,73,0.0,89,6,87,4
57,75,0.03,87,5,86,3
49,68,0.02,89,4,85,3
16,68,0.0,91,5,88,4
1,27,0.0,84,6,72,0
4,34,0.0,87,5,78,1
2,33,0.0,89,5,79,1
2,36,0.0,87,4,79,1
13,44,0.0,91,2,84,2
56,48,0.0,82,5,76,0
3,57,0.0,86,5,82,2
46,61,0.0,87,4,83,2
3,55,0.0,87,4,83,2
2,48,0.0,84,5,78,1
1,36,0.0,87,5,79,1
0,35,0.0,77,3,69,0
1,51,0.0,84,2,80,1
7,57,0.0,84,5,80,1
8,53,0.0,84,5,80,1
8,53,0.0,84,5,80,1
1,63,0.0,82,2,79,1
4,55,0.0,84,3,79,1
6,59,0.0,82,5,79,1
2,59,0.0,82,5,79,1
16,55,0.0,82,4,79,1
41,61,0.0,82,5,78,1
5,11,0.0,107,7,87,4
5,12,0.0,104,11,84,2
10,17,0.0,84,11,70,0
2,8,0.0,104,5,83,2
30,12,0.0,98,12,78,1
3,15,0.0,93,12,77,1
5,16,0.0,95,12,79,1
19,16,0.0,95,10,79,1
31,11,0.0,102,2,82,2
29,11,0.0,102,5,82,2
31,10,0.0,102,7,82,2
17,16,0.0,91,5,76,0
6,13,0.0,104,11,83,2
4,12,0.0,104,9,83,2
6,12,0.0,104,9,84,2
1,10,0.0,107,6,86,3
3,14,0.0,100,12,81,1
2,12,0.0,105,8,85,3
2,10,0.0,104,8,84,2
29,11,0.0,102,5,82,2
3,11,0.0,107,7,87,4
6,11,0.0,107,7,87,4
4,11,0.0,107,6,86,3
4,11,0.0,107,6,86,3
3,11,0.0,105,7,85,3
9,12,0.0,102,10,82,2
1,14,0.0,98,13,79,1
3,15,0.0,98,11,80,1
3,13,0.0,96,12,77,1
4,11,0.0,100,12,80,1
32,18,0.0,95,9,80,1
1,22,0.0,84,8,72,0
2,21,0.0,86,12,72,0
9,24,0.0,84,3,72,0
9,32,0.0,75,6,66,0
2,29,0.0,82,2,73,0
8,24,0.0,80,5,69,0
7,21,0.0,86,5,72,0
5,26,0.0,80,10,69,0
3,22,0.0,86,5,73,0
3,24,0.0,84,5,72,0
12,25,0.0,80,5,70,0
38,18,0.0,82,8,68,0
5,20,0.0,84,2,71,0
6,20,0.0,84,5,71,0
6,20,0.0,84,5,71,0
5,26,0.0,82,5,71,0
8,25,0.0,80,7,69,0
8,20,0.0,86,3,72,0
25,20,0.0,86,9,73,0
14,17,0.0,84,9,69,0
20,16,0.0,93,3,77,1
21,21,0.0,84,2,71,0
11,18,0.0,86,3,72,0
14,20,0.0,82,5,70,0
9,21,0.0,86,8,72,0
23,15,0.0,86,6,71,0
5,16,0.0,84,9,69,0
1,15,0.0,86,16,70,0
5,13,0.0,89,10,72,0
2,17,0.0,84,13,69,0
6,38,0.0,75,9,67,0
5,30,0.0,77,9,68,0
3,22,0.0,80,9,68,0
1,26,0.0,75,13,65,0
20,9,0.0,98,5,79,1
9,8,0.0,95,5,76,0
4,15,0.0,80,2,67,0
6,16,0.0,80,2,67,0
33,11,0.0,102,2,82,2
2,15,0.0,80,4,66,0
39,13,0.0,91,9,73,0
2,8,0.0,89,5,72,0
31,13,0.0,95,8,77,1
16,11,0.0,98,10,78,1
32,11,0.0,95,10,75,0
24,9,0.0,100,3,81,1
1,14,0.0,82,5,67,0
4,15,0.0,80,2,67,0
22,69,0.0,73,8,72,0
2,8,0.0,104,4,83,2
1,9,0.0,104,4,83,2
1,14,0.0,100,3,82,2
22,69,0.0,73,8,72,0
2,9,0.0,104,3,84,2
2,12,0.0,102,4,83,2
2,14,0.0,102,2,85,3
3,35,0.0,84,2,75,0
13,58,0.0,77,3,73,0
2,14,0.0,87,5,73,0
2,15,0.0,89,2,75,0
2,10,0.0,91,3,74,0
3,35,0.0,84,2,75,0
2,13,0.0,91,1,75,0
0,14,0.0,89,9,74,0
0,13,0.0,87,10,73,0
2,8,0.0,96,3,78,1
0,45,0.0,77,2,72,0
2,33,0.0,84,3,75,0
1,26,0.0,80,5,69,0
3,57,0.0,73,2,70,0
3,66,0.0,69,7,68,0
2,57,0.0,73,2,70,0
0,38,0.0,82,4,74,0
1,42,0.0,78,5,72,0
0,56,0.0,75,4,72,0
1,47,0.0,77,5,72,0
22,73,0.0,66,4,66,0
0,56,0.0,75,2,71,0
1,39,0.0,78,6,71,0
0,50,0.0,75,2,71,0
3,35,0.0,84,2,75,0
1,44,0.0,78,3,72,0
2,47,0.0,78,3,73,0
3,31,0.0,82,4,73,0
2,28,0.0,82,2,72,0
1,8,0.0,104,4,83,2
1,17,0.0,87,2,74,0
0,25,0.0,91,5,79,1
1,39,0.0,78,6,71,0
3,42,0.0,80,3,74,0
15,10,0.0,102,6,82,2
1,9,0.0,104,4,83,2
2,26,0.0,86,2,75,0
1,28,0.0,78,3,69,0
18,64,0.0,73,8,72,0
1,37,0.0,73,4,65,0
4,29,0.0,80,2,71,0
1,25,0.0,78,2,68,0
2,20,0.0,82,2,70,0
6,61,0.0,71,3,69,0
9,66,0.0,71,4,69,0
7,60,0.0,73,3,71,0
4,60,0.0,73,2,71,0
1,64,0.0,71,6,68,0
0,54,0.0,75,6,72,0
0,52,0.0,75,6,71,0
4,70,0.0,68,3,67,0
23,67,0.0,57,5,56,0
10,64,0.0,55,6,54,0
28,72,0.0,53,5,53,0
3,27,0.0,66,10,58,0
20,69,0.0,59,5,58,0
15,58,0.0,60,7,58,0
13,58,0.0,60,9,58,0
8,54,0.0,60,6,58,0
0,50,0.0,66,2,62,0
9,34,0.0,59,6,53,0
17,57,0.0,84,14,79,1
29,52,0.01,87,11,81,1
12,50,0.0,86,7,80,1
35,53,0.01,82,6,76,0
29,52,0.01,87,11,81,1
89,70,0.0,66,5,63,0
