Local hr,Cloud,Humidity,Precip,Temp,Wind
19.0,21.0,15.0,0.0,91.0,3.0,0
19.0,94.0,94.0,0.01,75.0,12.0,0
19.0,5.0,13.0,0.0,96.0,3.0,0
14.0,26.0,60.0,0.0,77.0,2.0,0
19.0,70.0,85.0,0.42,82.0,7.0,0
15.0,6.0,17.0,0.0,89.0,6.0,0
14.0,48.0,61.0,0.0,84.0,8.0,0
18.0,12.0,50.0,0.0,89.0,7.0,0
13.0,4.0,13.0,0.0,100.0,8.0,0
12.0,26.0,16.0,0.0,91.0,5.0,0
10.0,2.0,11.0,0.0,98.0,4.0,0
17.0,55.0,30.0,0.0,73.0,10.0,0
9.0,2.0,31.0,0.0,71.0,11.0,0
18.0,8.0,17.0,0.0,82.0,12.0,0
10.0,82.0,87.0,0.01,71.0,5.0,0
20.0,7.0,29.0,0.0,69.0,6.0,0
15.0,41.0,18.0,0.0,89.0,6.0,0
18.0,5.0,12.0,0.0,93.0,6.0,0
11.0,3.0,12.0,0.0,89.0,6.0,0
15.0,10.0,11.0,0.0,95.0,10.0,0
10.0,3.0,10.0,0.0,95.0,3.0,0
14.0,98.0,93.0,0.02,75.0,5.0,0
9.0,5.0,40.0,0.0,66.0,7.0,0
16.0,26.0,65.0,0.0,84.0,13.0,0
17.0,6.0,14.0,0.0,82.0,9.0,0
8.0,3.0,41.0,0.0,80.0,1.0,0
21.0,80.0,100.0,0.03,68.0,4.0,0
14.0,14.0,54.0,0.0,64.0,8.0,0
18.0,10.0,17.0,0.0,91.0,2.0,0
11.0,79.0,87.0,0.01,73.0,9.0,0
14.0,9.0,40.0,0.0,68.0,10.0,0
20.0,14.0,67.0,0.0,80.0,16.0,0
7.0,34.0,16.0,0.0,96.0,3.0,0
17.0,9.0,31.0,0.0,87.0,7.0,0
14.0,17.0,33.0,0.0,66.0,14.0,0
16.0,3.0,12.0,0.0,84.0,10.0,0
16.0,11.0,11.0,0.0,96.0,3.0,0
10.0,92.0,84.0,0.0,68.0,8.0,0
18.0,74.0,70.0,0.0,66.0,2.0,0
13.0,9.0,16.0,0.0,80.0,9.0,0
14.0,4.0,7.0,0.0,102.0,6.0,0
19.0,43.0,65.0,0.0,84.0,5.0,0
14.0,0.0,59.0,0.0,84.0,18.0,0
13.0,2.0,50.0,0.0,82.0,11.0,0
21.0,41.0,82.0,0.0,82.0,2.0,0
19.0,56.0,73.0,0.0,68.0,5.0,0
11.0,97.0,81.0,0.01,71.0,6.0,0
20.0,91.0,97.0,0.52,77.0,12.0,0
15.0,6.0,11.0,0.0,105.0,9.0,0
19.0,7.0,28.0,0.0,66.0,5.0,0
14.0,3.0,20.0,0.0,95.0,5.0,0
12.0,7.0,12.0,0.0,93.0,7.0,0
12.0,3.0,14.0,0.0,89.0,8.0,0
11.0,19.0,13.0,0.0,95.0,10.0,0
15.0,98.0,91.0,0.03,75.0,9.0,0
16.0,20.0,17.0,0.0,86.0,5.0,0
18.0,47.0,70.0,0.0,68.0,6.0,0
16.0,23.0,31.0,0.0,64.0,12.0,0
11.0,47.0,84.0,0.0,73.0,4.0,0
20.0,8.0,36.0,0.0,71.0,6.0,0
15.0,22.0,51.0,0.0,86.0,10.0,0
19.0,14.0,17.0,0.0,89.0,4.0,0
9.0,2.0,15.0,0.0,86.0,6.0,0
19.0,93.0,59.0,0.0,73.0,14.0,0
11.0,3.0,8.0,0.0,100.0,10.0,0
11.0,5.0,39.0,0.0,68.0,13.0,0
13.0,7.0,12.0,0.0,95.0,9.0,0
17.0,73.0,65.0,0.0,68.0,8.0,0
16.0,0.0,35.0,0.0,82.0,3.0,0
10.0,40.0,17.0,0.0,82.0,5.0,0
13.0,5.0,12.0,0.0,102.0,5.0,0
19.0,0.0,71.0,0.0,78.0,5.0,0
16.0,27.0,67.0,0.0,62.0,9.0,0
10.0,62.0,51.0,0.0,80.0,5.0,0
19.0,23.0,27.0,0.0,77.0,6.0,0
18.0,18.0,22.0,0.0,93.0,2.0,0
10.0,1.0,59.0,0.0,86.0,8.0,0
10.0,0.0,29.0,0.0,86.0,2.0,0
19.0,23.0,22.0,0.0,78.0,5.0,0
21.0,97.0,97.0,0.07,68.0,5.0,0
18.0,58.0,74.0,0.0,77.0,6.0,0
13.0,5.0,10.0,0.0,100.0,2.0,0
8.0,1.0,20.0,0.0,78.0,2.0,0
10.0,4.0,10.0,0.0,100.0,6.0,0
21.0,96.0,100.0,0.55,71.0,11.0,0
15.0,3.0,59.0,0.0,84.0,13.0,0
17.0,6.0,56.0,0.0,84.0,6.0,0
19.0,55.0,77.0,0.0,78.0,2.0,0
16.0,19.0,51.0,0.0,84.0,5.0,0
21.0,12.0,74.0,0.0,77.0,3.0,0
19.0,1.0,39.0,0.0,77.0,3.0,0
11.0,2.0,9.0,0.0,95.0,2.0,0
8.0,2.0,24.0,0.0,71.0,3.0,0
12.0,0.0,24.0,0.0,95.0,2.0,0
20.0,68.0,84.0,0.04,82.0,5.0,0
9.0,16.0,46.0,0.0,71.0,4.0,0
13.0,6.0,18.0,0.0,82.0,9.0,0
17.0,8.0,12.0,0.0,100.0,2.0,0
13.0,94.0,87.0,0.0,68.0,7.0,0
12.0,2.0,11.0,0.0,100.0,2.0,0
21.0,65.0,79.0,0.0,75.0,8.0,0
15.0,11.0,15.0,0.0,89.0,5.0,0
16.0,13.0,14.0,0.0,82.0,5.0,0
22.0,76.0,88.0,0.0,68.0,11.0,0
15.0,0.0,40.0,0.0,84.0,6.0,0
21.0,42.0,88.0,0.05,80.0,2.0,0
16.0,6.0,14.0,0.0,91.0,5.0,0
20.0,56.0,75.0,0.0,66.0,5.0,0
14.0,11.0,13.0,0.0,87.0,6.0,0
18.0,84.0,53.0,0.0,71.0,14.0,0
19.0,100.0,87.0,0.08,66.0,3.0,0
9.0,49.0,81.0,0.0,71.0,5.0,0
17.0,83.0,78.0,0.0,66.0,5.0,0
12.0,9.0,12.0,0.0,96.0,13.0,0
14.0,34.0,14.0,0.0,84.0,8.0,0
16.0,26.0,14.0,0.0,89.0,5.0,0
16.0,4.0,20.0,0.0,84.0,2.0,0
7.0,1.0,10.0,0.0,93.0,2.0,0
12.0,2.0,19.0,0.0,75.0,9.0,0
14.0,91.0,90.0,0.07,77.0,9.0,0
17.0,5.0,16.0,0.0,84.0,10.0,0
11.0,13.0,9.0,0.0,100.0,12.0,0
18.0,25.0,20.0,0.0,78.0,6.0,0
17.0,38.0,67.0,0.0,80.0,4.0,0
18.0,7.0,13.0,0.0,93.0,4.0,0
9.0,2.0,15.0,0.0,95.0,3.0,0
14.0,4.0,11.0,0.0,84.0,14.0,0
12.0,0.0,37.0,0.0,87.0,5.0,0
9.0,2.0,10.0,0.0,91.0,3.0,0
14.0,1.0,12.0,0.0,91.0,2.0,0
14.0,10.0,30.0,0.0,82.0,3.0,0
13.0,72.0,50.0,0.0,86.0,8.0,0
18.0,75.0,78.0,0.0,64.0,3.0,0
16.0,6.0,72.0,0.0,64.0,3.0,0
16.0,0.0,30.0,0.0,91.0,6.0,0
14.0,3.0,13.0,0.0,93.0,4.0,0
17.0,7.0,16.0,0.0,89.0,4.0,0
16.0,9.0,14.0,0.0,87.0,7.0,0
19.0,3.0,35.0,0.0,89.0,1.0,0
19.0,94.0,93.0,0.04,68.0,12.0,0
20.0,51.0,88.0,0.03,82.0,5.0,0
10.0,23.0,58.0,0.0,62.0,7.0,0
8.0,3.0,11.0,0.0,87.0,2.0,0
13.0,43.0,67.0,0.0,60.0,9.0,0
14.0,16.0,43.0,0.0,89.0,9.0,0
18.0,4.0,36.0,0.0,86.0,5.0,0
14.0,20.0,78.0,0.0,66.0,11.0,0
21.0,74.0,84.0,0.0,62.0,6.0,0
10.0,1.0,14.0,0.0,80.0,3.0,0
17.0,9.0,38.0,0.0,91.0,3.0,0
18.0,4.0,15.0,0.0,84.0,7.0,0
16.0,47.0,52.0,0.0,75.0,3.0,0
11.0,100.0,90.0,0.06,66.0,7.0,0
19.0,88.0,97.0,0.14,64.0,4.0,0
15.0,0.0,28.0,0.0,95.0,8.0,0
19.0,100.0,82.0,0.01,69.0,10.0,0
9.0,2.0,10.0,0.0,93.0,2.0,0
18.0,15.0,18.0,0.0,82.0,6.0,0
21.0,50.0,88.0,0.31,82.0,3.0,0
18.0,16.0,63.0,0.0,80.0,4.0,0
17.0,35.0,69.0,0.04,82.0,5.0,0
12.0,0.0,33.0,0.0,86.0,12.0,0
19.0,80.0,79.0,0.49,80.0,9.0,0
16.0,3.0,17.0,0.0,77.0,4.0,0
12.0,4.0,17.0,0.0,86.0,2.0,0
17.0,0.0,48.0,0.0,75.0,1.0,0
20.0,67.0,75.0,0.0,66.0,5.0,0
15.0,6.0,13.0,0.0,93.0,5.0,0
18.0,9.0,20.0,0.0,77.0,5.0,0
18.0,0.0,22.0,0.0,77.0,15.0,0
20.0,34.0,69.0,0.0,73.0,8.0,0
17.0,5.0,17.0,0.0,82.0,5.0,0
10.0,3.0,18.0,0.0,84.0,3.0,0
9.0,2.0,29.0,0.0,71.0,4.0,0
12.0,29.0,63.0,0.0,64.0,9.0,0
11.0,2.0,13.0,0.0,84.0,2.0,0
17.0,27.0,59.0,0.0,87.0,6.0,0
17.0,14.0,12.0,0.0,93.0,3.0,0
18.0,16.0,75.0,0.0,68.0,9.0,0
13.0,23.0,15.0,0.0,86.0,4.0,0
19.0,14.0,23.0,0.0,71.0,10.0,0
19.0,84.0,87.0,0.01,66.0,4.0,0
12.0,1.0,27.0,0.0,89.0,5.0,0
22.0,93.0,87.0,0.01,71.0,4.0,0
14.0,100.0,87.0,0.01,75.0,6.0,0
14.0,6.0,9.0,0.0,89.0,11.0,0
19.0,7.0,17.0,0.0,75.0,6.0,0
18.0,100.0,97.0,0.01,66.0,4.0,0
15.0,6.0,16.0,0.0,86.0,5.0,0
14.0,100.0,87.0,0.02,75.0,7.0,0
11.0,4.0,7.0,0.0,98.0,4.0,0
19.0,21.0,85.0,0.0,75.0,5.0,0
12.0,58.0,66.0,0.0,68.0,4.0,0
16.0,86.0,71.0,0.0,69.0,6.0,0
12.0,22.0,66.0,0.0,75.0,9.0,0
14.0,3.0,15.0,0.0,100.0,3.0,0
19.0,31.0,27.0,0.0,71.0,7.0,0
14.0,4.0,14.0,0.0,102.0,9.0,0
16.0,81.0,73.0,0.0,66.0,4.0,0
17.0,8.0,13.0,0.0,95.0,3.0,0
10.0,100.0,90.0,0.01,64.0,6.0,0
17.0,75.0,75.0,0.01,71.0,6.0,0
13.0,2.0,21.0,0.0,78.0,7.0,0
18.0,100.0,93.0,0.05,66.0,8.0,0
9.0,9.0,8.0,0.0,95.0,5.0,0
22.0,24.0,90.0,0.0,71.0,1.0,0
21.0,49.0,82.0,0.0,84.0,7.0,0
13.0,7.0,10.0,0.0,102.0,8.0,0
19.0,41.0,85.0,0.0,71.0,5.0,0
17.0,39.0,68.0,0.0,68.0,6.0,0
10.0,2.0,37.0,0.0,68.0,3.0,0
21.0,63.0,93.0,0.01,73.0,7.0,0
8.0,1.0,34.0,0.0,73.0,3.0,0
12.0,3.0,13.0,0.0,93.0,4.0,0
13.0,19.0,21.0,0.0,95.0,10.0,0
20.0,80.0,96.0,0.04,68.0,5.0,0
17.0,7.0,8.0,0.0,95.0,6.0,0
13.0,9.0,9.0,0.0,104.0,13.0,0
13.0,32.0,12.0,0.0,102.0,9.0,0
8.0,2.0,23.0,0.0,68.0,6.0,0
16.0,72.0,80.0,0.03,84.0,15.0,0
16.0,72.0,70.0,0.0,80.0,4.0,0
14.0,2.0,10.0,0.0,98.0,9.0,0
16.0,7.0,12.0,0.0,82.0,14.0,0
13.0,3.0,19.0,0.0,71.0,11.0,0
19.0,70.0,88.0,0.08,75.0,5.0,0
16.0,8.0,11.0,0.0,105.0,3.0,0
12.0,3.0,12.0,0.0,93.0,2.0,0
15.0,98.0,88.0,0.02,75.0,9.0,0
15.0,35.0,71.0,0.0,73.0,1.0,0
8.0,2.0,12.0,0.0,100.0,5.0,0
16.0,6.0,10.0,0.0,102.0,4.0,0
12.0,94.0,97.0,0.04,66.0,5.0,0
10.0,9.0,60.0,0.0,80.0,4.0,0
15.0,0.0,25.0,0.0,89.0,8.0,0
11.0,3.0,14.0,0.0,93.0,1.0,0
12.0,3.0,18.0,0.0,87.0,5.0,0
14.0,3.0,10.0,0.0,102.0,3.0,0
21.0,53.0,91.0,0.01,80.0,4.0,0
21.0,69.0,100.0,0.0,69.0,9.0,0
22.0,33.0,93.0,0.0,77.0,5.0,0
15.0,14.0,18.0,0.0,84.0,9.0,0
13.0,0.0,30.0,0.0,91.0,6.0,0
17.0,52.0,79.0,0.0,82.0,10.0,0
16.0,100.0,100.0,0.21,59.0,5.0,0
10.0,92.0,93.0,0.0,64.0,3.0,0
11.0,21.0,9.0,0.0,102.0,7.0,0
16.0,100.0,90.0,0.04,73.0,7.0,0
18.0,6.0,14.0,0.0,78.0,4.0,0
12.0,39.0,72.0,0.0,80.0,4.0,0
10.0,1.0,17.0,0.0,93.0,2.0,0
19.0,2.0,58.0,0.0,82.0,5.0,0
11.0,2.0,15.0,0.0,86.0,3.0,0
7.0,1.0,19.0,0.0,91.0,5.0,0
17.0,46.0,67.0,0.0,80.0,6.0,0
5.0,45.0,59.0,0.01,80.0,7.0,0
12.0,91.0,100.0,0.0,69.0,5.0,0
21.0,76.0,100.0,0.04,66.0,5.0,0
16.0,64.0,84.0,0.16,71.0,2.0,0
13.0,4.0,13.0,0.0,86.0,11.0,0
7.0,0.0,22.0,0.0,80.0,12.0,0
20.0,6.0,67.0,0.0,78.0,13.0,0
22.0,90.0,96.0,0.1,68.0,7.0,0
16.0,0.0,27.0,0.0,93.0,5.0,0
18.0,29.0,86.0,0.02,53.0,9.0,0
10.0,95.0,93.0,0.28,77.0,7.0,0
13.0,1.0,23.0,0.0,77.0,5.0,0
7.0,2.0,32.0,0.0,64.0,2.0,0
18.0,0.0,32.0,0.0,80.0,2.0,0
12.0,45.0,74.0,0.01,82.0,3.0,0
16.0,10.0,15.0,0.0,86.0,4.0,0
12.0,77.0,74.0,0.01,82.0,9.0,0
14.0,4.0,7.0,0.0,104.0,3.0,0
17.0,20.0,65.0,0.0,84.0,4.0,0
17.0,77.0,68.0,0.0,71.0,3.0,0
17.0,17.0,65.0,0.0,84.0,12.0,0
17.0,84.0,85.0,0.0,80.0,9.0,0
12.0,0.0,32.0,0.0,89.0,5.0,0
18.0,4.0,26.0,0.0,78.0,2.0,0
14.0,8.0,13.0,0.0,98.0,2.0,0
17.0,65.0,61.0,0.0,73.0,6.0,0
14.0,1.0,44.0,0.0,80.0,4.0,0
21.0,13.0,87.0,0.0,73.0,2.0,0
20.0,83.0,88.0,0.03,73.0,15.0,0
19.0,6.0,81.0,0.0,62.0,0.0,0
10.0,10.0,8.0,0.0,98.0,7.0,0
13.0,3.0,7.0,0.0,105.0,5.0,0
10.0,0.0,17.0,0.0,95.0,4.0,0
19.0,3.0,20.0,0.0,71.0,4.0,0
14.0,10.0,13.0,0.0,91.0,11.0,0
21.0,70.0,94.0,0.0,80.0,3.0,0
19.0,9.0,74.0,0.0,80.0,15.0,0
17.0,2.0,13.0,0.0,78.0,3.0,0
18.0,77.0,93.0,0.03,75.0,6.0,0
11.0,14.0,16.0,0.0,86.0,9.0,0
10.0,22.0,18.0,0.0,93.0,5.0,0
13.0,4.0,9.0,0.0,104.0,5.0,0
18.0,73.0,72.0,0.0,64.0,3.0,0
10.0,2.0,18.0,0.0,71.0,9.0,0
17.0,7.0,12.0,0.0,91.0,4.0,0
17.0,67.0,66.0,0.0,73.0,4.0,0
9.0,6.0,30.0,0.0,57.0,4.0,0
12.0,5.0,24.0,0.0,64.0,8.0,0
14.0,3.0,18.0,0.0,96.0,3.0,0
16.0,9.0,9.0,0.0,107.0,4.0,0
20.0,40.0,90.0,0.01,82.0,10.0,0
9.0,22.0,69.0,0.0,73.0,8.0,0
13.0,1.0,47.0,0.0,73.0,4.0,0
13.0,10.0,21.0,0.0,77.0,6.0,0
18.0,95.0,94.0,0.21,75.0,13.0,0
11.0,2.0,21.0,0.0,68.0,13.0,0
15.0,24.0,17.0,0.0,87.0,6.0,0
16.0,97.0,91.0,0.02,75.0,7.0,0
20.0,1.0,71.0,0.0,80.0,5.0,0
14.0,3.0,7.0,0.0,96.0,5.0,0
13.0,61.0,76.0,0.0,80.0,4.0,0
13.0,98.0,96.0,0.06,69.0,8.0,0
21.0,40.0,88.0,0.06,82.0,4.0,0
21.0,92.0,100.0,0.04,75.0,9.0,0
14.0,96.0,87.0,0.01,78.0,12.0,0
13.0,86.0,90.0,0.04,77.0,5.0,0
13.0,2.0,16.0,0.0,93.0,1.0,0
10.0,11.0,26.0,0.0,71.0,5.0,0
16.0,49.0,74.0,0.02,77.0,5.0,0
14.0,6.0,11.0,0.0,100.0,10.0,0
12.0,4.0,11.0,0.0,84.0,4.0,0
12.0,8.0,12.0,0.0,95.0,8.0,0
15.0,96.0,88.0,0.02,75.0,7.0,0
19.0,11.0,82.0,0.0,77.0,8.0,0
14.0,7.0,12.0,0.0,100.0,5.0,0
10.0,12.0,65.0,0.0,80.0,4.0,0
11.0,14.0,9.0,0.0,96.0,8.0,0
15.0,14.0,16.0,0.0,86.0,8.0,0
12.0,73.0,85.0,0.01,77.0,4.0,0
18.0,3.0,26.0,0.0,82.0,3.0,0
15.0,11.0,32.0,0.0,66.0,10.0,0
13.0,0.0,43.0,0.0,82.0,3.0,0
13.0,2.0,28.0,0.0,86.0,2.0,0
16.0,5.0,17.0,0.0,80.0,5.0,0
13.0,30.0,65.0,0.0,82.0,6.0,0
17.0,68.0,60.0,0.01,82.0,4.0,0
15.0,86.0,78.0,0.0,73.0,6.0,0
10.0,67.0,84.0,0.0,73.0,3.0,0
9.0,1.0,16.0,0.0,82.0,11.0,0
9.0,1.0,21.0,0.0,77.0,4.0,0
12.0,10.0,15.0,0.0,96.0,5.0,0
14.0,0.0,52.0,0.0,80.0,8.0,0
13.0,5.0,56.0,0.0,77.0,8.0,0
19.0,7.0,17.0,0.0,68.0,4.0,0
11.0,11.0,19.0,0.0,80.0,8.0,0
20.0,29.0,83.0,0.0,82.0,7.0,0
20.0,1.0,47.0,0.0,82.0,4.0,0
10.0,1.0,53.0,0.0,82.0,5.0,0
7.0,4.0,26.0,0.0,93.0,3.0,0
17.0,26.0,63.0,0.02,84.0,3.0,0
14.0,1.0,22.0,0.0,82.0,12.0,0
19.0,6.0,18.0,0.0,86.0,1.0,0
9.0,2.0,13.0,0.0,78.0,4.0,0
18.0,3.0,29.0,0.0,71.0,2.0,0
20.0,47.0,88.0,0.0,73.0,1.0,0
10.0,22.0,68.0,0.0,73.0,8.0,0
17.0,5.0,9.0,0.0,95.0,4.0,0
11.0,3.0,14.0,0.0,87.0,10.0,0
8.0,11.0,64.0,0.0,59.0,6.0,0
22.0,59.0,93.0,0.48,78.0,2.0,0
9.0,5.0,69.0,0.0,77.0,5.0,0
18.0,21.0,55.0,0.0,82.0,8.0,0
21.0,45.0,90.0,0.0,59.0,2.0,0
18.0,17.0,33.0,0.0,86.0,5.0,0
20.0,94.0,97.0,0.4,75.0,10.0,0
20.0,90.0,100.0,0.41,75.0,12.0,0
17.0,8.0,16.0,0.0,87.0,15.0,0
18.0,11.0,45.0,0.0,71.0,2.0,0
13.0,1.0,18.0,0.0,96.0,3.0,0
12.0,8.0,16.0,0.0,86.0,6.0,0
