Local hr,Cloud,Humidity,Precip,Temp,Wind
13.0,64.0,59.0,0.0,73.0,6.0,0
14.0,4.0,9.0,0.0,104.0,4.0,0
14.0,6.0,10.0,0.0,91.0,5.0,0
17.0,50.0,63.0,0.0,86.0,6.0,0
17.0,0.0,30.0,0.0,77.0,4.0,0
10.0,2.0,13.0,0.0,87.0,5.0,0
13.0,40.0,58.0,0.0,62.0,2.0,0
11.0,3.0,20.0,0.0,68.0,13.0,0
18.0,31.0,69.0,0.04,80.0,5.0,0
13.0,7.0,9.0,0.0,91.0,4.0,0
19.0,98.0,100.0,0.02,69.0,8.0,0
15.0,0.0,20.0,0.0,86.0,4.0,0
19.0,57.0,25.0,0.0,75.0,4.0,0
11.0,7.0,10.0,0.0,100.0,10.0,0
13.0,7.0,15.0,0.0,91.0,9.0,0
13.0,21.0,8.0,0.0,104.0,9.0,0
16.0,8.0,15.0,0.0,100.0,2.0,0
13.0,11.0,13.0,0.0,91.0,13.0,0
21.0,30.0,80.0,0.0,82.0,4.0,0
14.0,91.0,88.0,0.02,82.0,13.0,0
16.0,0.0,17.0,0.0,98.0,15.0,0
17.0,60.0,57.0,0.0,86.0,3.0,0
10.0,7.0,77.0,0.0,80.0,4.0,0
11.0,91.0,78.0,0.0,64.0,4.0,0
16.0,72.0,73.0,0.0,66.0,9.0,0
15.0,6.0,14.0,0.0,102.0,4.0,0
17.0,12.0,58.0,0.0,84.0,6.0,0
11.0,76.0,86.0,0.01,64.0,6.0,0
14.0,89.0,90.0,0.16,71.0,7.0,0
17.0,7.0,16.0,0.0,86.0,5.0,0
8.0,1.0,13.0,0.0,98.0,5.0,0
8.0,8.0,31.0,0.0,84.0,1.0,0
11.0,2.0,25.0,0.0,91.0,5.0,0
10.0,94.0,97.0,0.09,62.0,7.0,0
16.0,3.0,19.0,0.0,73.0,6.0,0
18.0,6.0,16.0,0.0,89.0,4.0,0
18.0,53.0,22.0,0.0,59.0,2.0,0
12.0,1.0,30.0,0.0,69.0,3.0,0
10.0,12.0,33.0,0.0,57.0,7.0,0
13.0,9.0,13.0,0.0,89.0,6.0,0
19.0,5.0,14.0,0.0,93.0,6.0,0
9.0,1.0,39.0,0.0,78.0,6.0,0
13.0,2.0,16.0,0.0,91.0,2.0,0
15.0,4.0,11.0,0.0,91.0,4.0,0
10.0,26.0,10.0,0.0,96.0,12.0,0
21.0,26.0,79.0,0.0,75.0,2.0,0
13.0,1.0,12.0,0.0,102.0,3.0,0
12.0,10.0,17.0,0.0,86.0,8.0,0
7.0,0.0,43.0,0.0,75.0,4.0,0
10.0,6.0,28.0,0.0,71.0,8.0,0
8.0,1.0,18.0,0.0,80.0,5.0,0
11.0,0.0,8.0,0.0,95.0,12.0,0
20.0,1.0,79.0,0.0,71.0,9.0,0
16.0,8.0,12.0,0.0,95.0,3.0,0
22.0,38.0,97.0,0.0,78.0,3.0,0
17.0,6.0,20.0,0.0,82.0,12.0,0
21.0,86.0,100.0,0.09,68.0,5.0,0
12.0,5.0,16.0,0.0,86.0,10.0,0
13.0,3.0,11.0,0.0,98.0,4.0,0
20.0,72.0,81.0,0.01,66.0,4.0,0
15.0,0.0,12.0,0.0,100.0,10.0,0
18.0,91.0,93.0,0.05,68.0,6.0,0
20.0,93.0,94.0,0.02,73.0,9.0,0
19.0,4.0,21.0,0.0,75.0,5.0,0
15.0,2.0,56.0,0.0,84.0,7.0,0
18.0,70.0,87.0,0.96,82.0,9.0,0
8.0,7.0,54.0,0.0,77.0,2.0,0
15.0,96.0,94.0,1.38,73.0,25.0,0
19.0,49.0,72.0,0.03,86.0,5.0,0
16.0,57.0,80.0,0.0,59.0,4.0,0
18.0,6.0,33.0,0.0,73.0,4.0,0
12.0,4.0,13.0,0.0,84.0,9.0,0
13.0,78.0,74.0,0.38,82.0,10.0,0
12.0,2.0,9.0,0.0,89.0,7.0,0
17.0,63.0,59.0,0.0,86.0,2.0,0
11.0,81.0,78.0,0.0,71.0,13.0,0
11.0,6.0,14.0,0.0,95.0,6.0,0
13.0,3.0,24.0,0.0,86.0,15.0,0
9.0,15.0,74.0,0.0,55.0,6.0,0
15.0,6.0,17.0,0.0,82.0,17.0,0
8.0,1.0,12.0,0.0,93.0,1.0,0
14.0,5.0,14.0,0.0,100.0,5.0,0
16.0,13.0,17.0,0.0,82.0,6.0,0
16.0,3.0,18.0,0.0,87.0,16.0,0
20.0,12.0,17.0,0.0,84.0,3.0,0
20.0,82.0,78.0,0.0,64.0,5.0,0
13.0,5.0,16.0,0.0,89.0,11.0,0
15.0,90.0,94.0,0.1,71.0,8.0,0
13.0,94.0,73.0,0.02,69.0,6.0,0
15.0,85.0,84.0,0.01,71.0,8.0,0
17.0,10.0,60.0,0.0,80.0,7.0,0
11.0,1.0,20.0,0.0,89.0,6.0,0
16.0,30.0,29.0,0.0,86.0,15.0,0
16.0,7.0,10.0,0.0,104.0,2.0,0
16.0,8.0,10.0,0.0,102.0,3.0,0
13.0,7.0,17.0,0.0,86.0,3.0,0
21.0,21.0,85.0,0.0,82.0,2.0,0
18.0,90.0,84.0,0.05,71.0,7.0,0
7.0,9.0,33.0,0.0,75.0,1.0,0
10.0,13.0,52.0,0.0,80.0,4.0,0
10.0,64.0,72.0,0.0,62.0,6.0,0
22.0,68.0,100.0,0.0,71.0,6.0,0
11.0,2.0,29.0,0.0,68.0,3.0,0
12.0,5.0,25.0,0.0,75.0,12.0,0
20.0,8.0,88.0,0.0,75.0,6.0,0
17.0,0.0,33.0,0.0,89.0,4.0,0
20.0,24.0,84.0,0.0,73.0,8.0,0
7.0,7.0,48.0,0.0,73.0,0.0,0
19.0,8.0,46.0,0.0,73.0,1.0,0
11.0,1.0,9.0,0.0,87.0,5.0,0
16.0,5.0,12.0,0.0,100.0,2.0,0
17.0,44.0,58.0,0.0,87.0,13.0,0
15.0,0.0,47.0,0.0,78.0,2.0,0
17.0,8.0,13.0,0.0,95.0,7.0,0
19.0,28.0,77.0,0.0,82.0,7.0,0
13.0,7.0,15.0,0.0,91.0,5.0,0
10.0,4.0,15.0,0.0,84.0,16.0,0
19.0,12.0,17.0,0.0,84.0,3.0,0
19.0,7.0,24.0,0.0,69.0,4.0,0
9.0,3.0,28.0,0.0,78.0,9.0,0
14.0,5.0,16.0,0.0,80.0,3.0,0
12.0,7.0,16.0,0.0,84.0,13.0,0
17.0,8.0,10.0,0.0,102.0,2.0,0
9.0,75.0,90.0,0.0,69.0,2.0,0
11.0,1.0,11.0,0.0,86.0,4.0,0
15.0,2.0,22.0,0.0,91.0,2.0,0
14.0,7.0,14.0,0.0,100.0,7.0,0
9.0,2.0,14.0,0.0,91.0,2.0,0
16.0,6.0,10.0,0.0,102.0,2.0,0
20.0,1.0,70.0,0.0,84.0,9.0,0
9.0,2.0,12.0,0.0,93.0,5.0,0
18.0,3.0,42.0,0.0,78.0,2.0,0
15.0,2.0,22.0,0.0,93.0,3.0,0
12.0,12.0,11.0,0.0,100.0,6.0,0
16.0,6.0,11.0,0.0,89.0,5.0,0
11.0,24.0,63.0,0.0,84.0,10.0,0
12.0,29.0,9.0,0.0,96.0,8.0,0
17.0,9.0,13.0,0.0,89.0,7.0,0
10.0,3.0,8.0,0.0,95.0,4.0,0
13.0,3.0,26.0,0.0,84.0,6.0,0
15.0,0.0,62.0,0.0,73.0,7.0,0
18.0,2.0,22.0,0.0,75.0,2.0,0
12.0,0.0,36.0,0.0,82.0,14.0,0
10.0,3.0,75.0,0.0,64.0,6.0,0
15.0,91.0,93.0,0.07,68.0,7.0,0
14.0,4.0,9.0,0.0,86.0,5.0,0
10.0,8.0,9.0,0.0,95.0,8.0,0
15.0,3.0,9.0,0.0,102.0,2.0,0
18.0,33.0,58.0,0.0,87.0,8.0,0
19.0,44.0,72.0,0.04,80.0,4.0,0
13.0,0.0,53.0,0.0,86.0,11.0,0
12.0,3.0,12.0,0.0,89.0,6.0,0
15.0,1.0,9.0,0.0,93.0,4.0,0
12.0,3.0,20.0,0.0,75.0,11.0,0
15.0,4.0,10.0,0.0,91.0,2.0,0
13.0,4.0,24.0,0.0,82.0,5.0,0
10.0,92.0,84.0,0.0,60.0,3.0,0
9.0,2.0,12.0,0.0,95.0,1.0,0
15.0,59.0,90.0,0.03,71.0,5.0,0
20.0,86.0,90.0,0.0,66.0,2.0,0
11.0,31.0,59.0,0.0,84.0,13.0,0
13.0,1.0,9.0,0.0,87.0,7.0,0
14.0,2.0,27.0,0.0,80.0,5.0,0
11.0,6.0,17.0,0.0,86.0,3.0,0
11.0,10.0,14.0,0.0,86.0,6.0,0
16.0,74.0,71.0,0.01,75.0,5.0,0
14.0,78.0,82.0,0.02,75.0,6.0,0
16.0,56.0,27.0,0.0,66.0,8.0,0
17.0,8.0,13.0,0.0,96.0,7.0,0
16.0,3.0,18.0,0.0,82.0,2.0,0
18.0,83.0,66.0,0.0,68.0,15.0,0
17.0,80.0,61.0,0.0,84.0,6.0,0
16.0,0.0,70.0,0.0,71.0,5.0,0
9.0,34.0,23.0,0.0,77.0,6.0,0
13.0,1.0,21.0,0.0,95.0,2.0,0
13.0,77.0,78.0,0.0,68.0,6.0,0
16.0,5.0,15.0,0.0,89.0,2.0,0
16.0,3.0,32.0,0.0,84.0,2.0,0
17.0,42.0,75.0,0.06,84.0,11.0,0
13.0,90.0,70.0,0.0,66.0,4.0,0
18.0,73.0,90.0,0.03,69.0,2.0,0
8.0,16.0,51.0,0.0,68.0,4.0,0
15.0,4.0,8.0,0.0,87.0,5.0,0
15.0,6.0,15.0,0.0,80.0,6.0,0
15.0,1.0,8.0,0.0,95.0,10.0,0
16.0,7.0,15.0,0.0,89.0,5.0,0
13.0,6.0,8.0,0.0,102.0,2.0,0
13.0,0.0,8.0,0.0,82.0,17.0,0
19.0,7.0,18.0,0.0,84.0,14.0,0
8.0,1.0,9.0,0.0,87.0,4.0,0
16.0,100.0,93.0,0.19,71.0,10.0,0
15.0,71.0,71.0,0.0,69.0,7.0,0
19.0,94.0,79.0,0.05,73.0,19.0,0
12.0,9.0,20.0,0.0,82.0,16.0,0
20.0,14.0,71.0,0.0,78.0,2.0,0
14.0,4.0,10.0,0.0,95.0,5.0,0
10.0,0.0,16.0,0.0,93.0,1.0,0
18.0,43.0,90.0,0.0,64.0,5.0,0
18.0,31.0,27.0,0.0,71.0,5.0,0
16.0,30.0,87.0,0.0,66.0,6.0,0
9.0,3.0,26.0,0.0,77.0,9.0,0
16.0,48.0,17.0,0.0,86.0,4.0,0
13.0,4.0,9.0,0.0,96.0,7.0,0
16.0,9.0,37.0,0.0,73.0,9.0,0
13.0,2.0,25.0,0.0,86.0,4.0,0
17.0,9.0,27.0,0.0,95.0,8.0,0
11.0,1.0,17.0,0.0,93.0,8.0,0
14.0,5.0,11.0,0.0,102.0,12.0,0
18.0,6.0,14.0,0.0,87.0,8.0,0
15.0,81.0,87.0,0.03,77.0,7.0,0
12.0,94.0,96.0,0.28,77.0,9.0,0
17.0,6.0,29.0,0.0,87.0,3.0,0
16.0,0.0,30.0,0.0,93.0,5.0,0
10.0,16.0,62.0,0.0,62.0,5.0,0
14.0,2.0,16.0,0.0,91.0,8.0,0
18.0,2.0,26.0,0.0,91.0,5.0,0
15.0,84.0,87.0,0.23,71.0,2.0,0
18.0,9.0,19.0,0.0,91.0,5.0,0
15.0,5.0,14.0,0.0,100.0,9.0,0
15.0,11.0,11.0,0.0,105.0,4.0,0
17.0,1.0,51.0,0.0,86.0,4.0,0
15.0,84.0,77.0,0.02,77.0,6.0,0
12.0,6.0,20.0,0.0,82.0,15.0,0
15.0,1.0,30.0,0.0,93.0,7.0,0
20.0,65.0,77.0,0.0,80.0,4.0,0
19.0,11.0,21.0,0.0,82.0,2.0,0
17.0,7.0,11.0,0.0,93.0,4.0,0
9.0,2.0,25.0,0.0,84.0,4.0,0
14.0,2.0,33.0,0.0,84.0,5.0,0
9.0,3.0,10.0,0.0,95.0,12.0,0
19.0,63.0,77.0,0.0,80.0,4.0,0
15.0,88.0,96.0,0.05,73.0,7.0,0
11.0,22.0,69.0,0.0,75.0,5.0,0
18.0,68.0,81.0,0.0,68.0,9.0,0
17.0,15.0,39.0,0.0,66.0,5.0,0
20.0,100.0,96.0,0.2,66.0,5.0,0
8.0,10.0,34.0,0.0,82.0,4.0,0
11.0,2.0,12.0,0.0,84.0,4.0,0
11.0,66.0,59.0,0.02,82.0,9.0,0
15.0,3.0,57.0,0.0,86.0,6.0,0
18.0,4.0,26.0,0.0,71.0,6.0,0
18.0,7.0,18.0,0.0,93.0,3.0,0
12.0,59.0,81.0,0.0,68.0,5.0,0
8.0,66.0,55.0,0.02,82.0,7.0,0
17.0,7.0,22.0,0.0,87.0,5.0,0
16.0,19.0,17.0,0.0,100.0,3.0,0
16.0,0.0,35.0,0.0,84.0,5.0,0
17.0,100.0,94.0,0.08,71.0,9.0,0
15.0,44.0,63.0,0.0,71.0,8.0,0
19.0,4.0,42.0,0.0,80.0,5.0,0
14.0,4.0,10.0,0.0,100.0,9.0,0
16.0,1.0,45.0,0.0,84.0,9.0,0
10.0,2.0,9.0,0.0,100.0,2.0,0
17.0,45.0,71.0,0.02,68.0,3.0,0
10.0,0.0,19.0,0.0,82.0,1.0,0
15.0,42.0,64.0,0.0,80.0,7.0,0
12.0,45.0,61.0,0.0,73.0,15.0,0
15.0,56.0,79.0,0.0,80.0,6.0,0
15.0,12.0,14.0,0.0,87.0,7.0,0
16.0,99.0,85.0,0.04,75.0,8.0,0
11.0,4.0,20.0,0.0,82.0,2.0,0
14.0,10.0,31.0,0.0,87.0,5.0,0
11.0,19.0,16.0,0.0,84.0,16.0,0
11.0,1.0,30.0,0.0,86.0,6.0,0
18.0,9.0,21.0,0.0,71.0,4.0,0
11.0,3.0,12.0,0.0,84.0,4.0,0
17.0,4.0,15.0,0.0,100.0,3.0,0
16.0,0.0,44.0,0.0,82.0,6.0,0
14.0,11.0,13.0,0.0,89.0,9.0,0
9.0,22.0,20.0,0.0,80.0,5.0,0
16.0,81.0,79.0,0.01,75.0,12.0,0
14.0,6.0,12.0,0.0,95.0,8.0,0
16.0,15.0,14.0,0.0,93.0,6.0,0
15.0,76.0,90.0,0.05,75.0,5.0,0
12.0,26.0,11.0,0.0,96.0,19.0,0
18.0,59.0,71.0,0.02,75.0,7.0,0
19.0,97.0,94.0,0.02,71.0,7.0,0
13.0,99.0,87.0,0.07,69.0,4.0,0
18.0,14.0,62.0,0.0,80.0,3.0,0
8.0,9.0,14.0,0.0,100.0,5.0,1
11.0,2.0,63.0,0.0,86.0,3.0,1
10.0,5.0,16.0,0.0,100.0,4.0,1
8.0,30.0,50.0,0.0,87.0,9.0,1
15.0,60.0,78.0,0.0,86.0,17.0,1
14.0,2.0,14.0,0.0,102.0,4.0,1
12.0,7.0,8.0,0.0,107.0,5.0,1
16.0,7.0,17.0,0.0,104.0,2.0,1
18.0,76.0,82.0,0.3,84.0,8.0,1
11.0,15.0,10.0,0.0,104.0,13.0,1
11.0,1.0,21.0,0.0,96.0,12.0,1
13.0,2.0,18.0,0.0,102.0,5.0,1
15.0,41.0,54.0,0.0,89.0,8.0,1
11.0,4.0,10.0,0.0,104.0,5.0,1
18.0,48.0,73.0,0.05,87.0,5.0,1
15.0,26.0,54.0,0.0,89.0,5.0,1
13.0,29.0,50.0,0.0,89.0,9.0,1
11.0,31.0,63.0,0.0,84.0,5.0,1
11.0,45.0,74.0,0.01,84.0,3.0,1
15.0,37.0,65.0,0.0,86.0,5.0,1
15.0,26.0,68.0,0.02,84.0,3.0,1
14.0,7.0,35.0,0.0,91.0,3.0,1
15.0,5.0,13.0,0.0,104.0,5.0,1
15.0,5.0,8.0,0.0,109.0,5.0,1
12.0,19.0,63.0,0.0,84.0,6.0,1
9.0,3.0,14.0,0.0,100.0,12.0,1
8.0,2.0,23.0,0.0,95.0,5.0,1
16.0,64.0,77.0,0.0,84.0,15.0,1
13.0,4.0,12.0,0.0,104.0,5.0,1
11.0,19.0,80.0,0.02,84.0,6.0,1
12.0,5.0,9.0,0.0,104.0,4.0,1
10.0,3.0,10.0,0.0,104.0,4.0,1
13.0,33.0,44.0,0.0,91.0,7.0,1
16.0,43.0,58.0,0.0,87.0,12.0,1
13.0,0.0,21.0,0.0,102.0,6.0,1
8.0,2.0,15.0,0.0,100.0,3.0,1
16.0,54.0,65.0,0.0,87.0,7.0,1
12.0,4.0,12.0,0.0,102.0,6.0,1
14.0,11.0,56.0,0.0,87.0,5.0,1
19.0,18.0,78.0,0.0,86.0,8.0,1
17.0,40.0,70.0,0.01,87.0,5.0,1
8.0,1.0,11.0,0.0,102.0,8.0,1
18.0,19.0,70.0,0.0,87.0,5.0,1
10.0,0.0,17.0,0.0,100.0,4.0,1
11.0,0.0,12.0,0.0,98.0,7.0,1
12.0,30.0,82.0,0.0,82.0,7.0,1
13.0,30.0,59.0,0.0,86.0,7.0,1
12.0,39.0,74.0,0.0,84.0,13.0,1
13.0,49.0,70.0,0.01,84.0,4.0,1
17.0,73.0,66.0,0.02,87.0,7.0,1
16.0,6.0,14.0,0.0,104.0,2.0,1
13.0,8.0,11.0,0.0,105.0,7.0,1
19.0,26.0,80.0,0.01,86.0,4.0,1
13.0,0.0,20.0,0.0,102.0,6.0,1
13.0,3.0,18.0,0.0,100.0,5.0,1
15.0,5.0,14.0,0.0,107.0,6.0,1
11.0,3.0,17.0,0.0,100.0,4.0,1
17.0,77.0,80.0,0.37,84.0,7.0,1
17.0,1.0,54.0,0.0,89.0,6.0,1
15.0,47.0,56.0,0.0,89.0,13.0,1
11.0,7.0,46.0,0.0,91.0,9.0,1
16.0,56.0,67.0,0.01,86.0,10.0,1
18.0,74.0,74.0,0.49,86.0,7.0,1
14.0,5.0,6.0,0.0,109.0,3.0,1
13.0,5.0,63.0,0.0,84.0,7.0,1
17.0,17.0,68.0,0.0,89.0,7.0,1
16.0,45.0,57.0,0.0,89.0,7.0,1
12.0,9.0,41.0,0.0,91.0,7.0,1
12.0,24.0,55.0,0.0,86.0,9.0,1
14.0,4.0,34.0,0.0,93.0,4.0,1
9.0,5.0,13.0,0.0,102.0,7.0,1
14.0,7.0,9.0,0.0,105.0,3.0,1
12.0,29.0,72.0,0.0,84.0,2.0,1
13.0,8.0,9.0,0.0,107.0,4.0,1
11.0,4.0,9.0,0.0,102.0,5.0,1
15.0,4.0,12.0,0.0,107.0,3.0,1
10.0,5.0,26.0,0.0,93.0,4.0,1
11.0,19.0,82.0,0.0,82.0,5.0,1
17.0,22.0,70.0,0.0,87.0,6.0,1
15.0,96.0,83.0,0.72,84.0,15.0,1
21.0,55.0,91.0,0.05,82.0,3.0,1
15.0,3.0,9.0,0.0,107.0,3.0,1
11.0,46.0,80.0,0.19,86.0,10.0,1
13.0,8.0,8.0,0.0,107.0,5.0,1
12.0,6.0,9.0,0.0,107.0,5.0,1
19.0,60.0,80.0,0.04,86.0,5.0,1
22.0,42.0,79.0,0.03,84.0,4.0,1
13.0,23.0,70.0,0.0,82.0,4.0,1
14.0,81.0,79.0,0.35,84.0,17.0,1
15.0,67.0,56.0,0.0,87.0,6.0,1
9.0,1.0,8.0,0.0,104.0,4.0,1
10.0,4.0,17.0,0.0,98.0,3.0,1
12.0,12.0,17.0,0.0,100.0,5.0,1
12.0,5.0,12.0,0.0,104.0,5.0,1
10.0,14.0,83.0,0.0,84.0,4.0,1
20.0,39.0,87.0,0.28,84.0,4.0,1
13.0,3.0,14.0,0.0,104.0,7.0,1
12.0,3.0,47.0,0.0,89.0,5.0,1
17.0,30.0,72.0,0.04,87.0,6.0,1
12.0,20.0,10.0,0.0,104.0,6.0,1
13.0,40.0,70.0,0.32,84.0,13.0,1
11.0,1.0,18.0,0.0,100.0,8.0,1
14.0,6.0,8.0,0.0,107.0,6.0,1
15.0,2.0,12.0,0.0,104.0,7.0,1
17.0,75.0,77.0,0.22,86.0,5.0,1
10.0,1.0,72.0,0.0,84.0,4.0,1
12.0,13.0,18.0,0.0,100.0,5.0,1
10.0,6.0,11.0,0.0,102.0,5.0,1
20.0,55.0,80.0,0.12,84.0,6.0,1
13.0,6.0,8.0,0.0,107.0,3.0,1
13.0,9.0,15.0,0.0,102.0,6.0,1
15.0,7.0,9.0,0.0,109.0,5.0,1
20.0,63.0,80.0,0.03,84.0,6.0,1
17.0,23.0,77.0,0.0,86.0,7.0,1
13.0,25.0,11.0,0.0,107.0,11.0,1
17.0,23.0,62.0,0.02,89.0,5.0,1
12.0,77.0,61.0,0.0,86.0,7.0,1
9.0,8.0,11.0,0.0,102.0,3.0,1
18.0,60.0,80.0,0.46,84.0,6.0,1
17.0,50.0,68.0,0.0,86.0,10.0,1
13.0,24.0,8.0,0.0,109.0,11.0,1
13.0,8.0,17.0,0.0,102.0,4.0,1
10.0,4.0,12.0,0.0,100.0,5.0,1
12.0,2.0,40.0,0.0,91.0,3.0,1
20.0,29.0,79.0,0.01,84.0,5.0,1
17.0,51.0,72.0,0.07,86.0,9.0,1
8.0,1.0,22.0,0.0,98.0,3.0,1
11.0,2.0,16.0,0.0,98.0,3.0,1
10.0,5.0,13.0,0.0,102.0,12.0,1
13.0,47.0,65.0,0.0,84.0,2.0,1
15.0,27.0,38.0,0.0,93.0,7.0,1
11.0,2.0,22.0,0.0,98.0,4.0,1
17.0,34.0,70.0,0.0,86.0,11.0,1
12.0,1.0,14.0,0.0,102.0,4.0,1
13.0,47.0,74.0,0.02,86.0,22.0,1
15.0,0.0,50.0,0.0,91.0,9.0,1
8.0,2.0,34.0,0.0,93.0,3.0,1
14.0,10.0,74.0,0.0,84.0,7.0,1
15.0,53.0,67.0,0.14,84.0,6.0,1
10.0,2.0,22.0,0.0,95.0,4.0,1
12.0,5.0,15.0,0.0,102.0,5.0,1
14.0,14.0,8.0,0.0,107.0,9.0,1
11.0,13.0,13.0,0.0,104.0,9.0,1
17.0,63.0,75.0,0.05,86.0,6.0,1
20.0,13.0,85.0,0.0,84.0,4.0,1
19.0,57.0,82.0,0.29,84.0,3.0,1
14.0,6.0,8.0,0.0,107.0,6.0,1
18.0,72.0,77.0,0.22,86.0,5.0,1
13.0,9.0,12.0,0.0,107.0,11.0,1
12.0,11.0,9.0,0.0,104.0,13.0,1
13.0,9.0,39.0,0.0,93.0,9.0,1
10.0,29.0,68.0,0.0,86.0,13.0,1
12.0,5.0,11.0,0.0,104.0,4.0,1
19.0,28.0,68.0,0.06,89.0,5.0,1
10.0,29.0,85.0,0.0,84.0,5.0,1
17.0,73.0,68.0,0.05,89.0,10.0,1
10.0,46.0,85.0,0.19,84.0,3.0,1
13.0,29.0,44.0,0.0,91.0,7.0,1
13.0,17.0,59.0,0.0,84.0,6.0,1
15.0,34.0,72.0,0.0,84.0,9.0,1
19.0,25.0,75.0,0.0,86.0,5.0,1
16.0,43.0,67.0,0.0,86.0,9.0,1
11.0,10.0,63.0,0.0,84.0,6.0,1
12.0,4.0,7.0,0.0,107.0,3.0,1
19.0,61.0,82.0,0.03,84.0,7.0,1
9.0,19.0,77.0,0.0,84.0,5.0,1
13.0,90.0,87.0,0.56,82.0,20.0,1
10.0,6.0,21.0,0.0,96.0,3.0,1
12.0,4.0,9.0,0.0,107.0,5.0,1
12.0,1.0,19.0,0.0,98.0,5.0,1
11.0,6.0,15.0,0.0,102.0,5.0,1
12.0,5.0,15.0,0.0,100.0,7.0,1
11.0,2.0,8.0,0.0,104.0,2.0,1
12.0,7.0,9.0,0.0,107.0,3.0,1
14.0,4.0,9.0,0.0,109.0,8.0,1
15.0,0.0,14.0,0.0,104.0,3.0,1
10.0,30.0,85.0,0.0,84.0,4.0,1
12.0,10.0,14.0,0.0,102.0,6.0,1
17.0,44.0,79.0,0.12,86.0,9.0,1
13.0,5.0,10.0,0.0,109.0,10.0,1
8.0,2.0,13.0,0.0,100.0,4.0,1
15.0,6.0,8.0,0.0,107.0,5.0,1
19.0,40.0,80.0,0.25,86.0,11.0,1
16.0,28.0,70.0,0.09,87.0,8.0,1
15.0,11.0,55.0,0.0,87.0,5.0,1
10.0,2.0,20.0,0.0,95.0,7.0,1
11.0,55.0,80.0,0.0,84.0,4.0,1
10.0,33.0,72.0,0.02,84.0,10.0,1
14.0,13.0,9.0,0.0,109.0,4.0,1
10.0,2.0,18.0,0.0,96.0,6.0,1
19.0,37.0,83.0,0.28,86.0,5.0,1
12.0,7.0,8.0,0.0,107.0,5.0,1
16.0,30.0,70.0,0.0,86.0,20.0,1
11.0,1.0,13.0,0.0,100.0,3.0,1
9.0,0.0,20.0,0.0,95.0,3.0,1
14.0,74.0,61.0,0.0,86.0,8.0,1
17.0,72.0,75.0,0.01,86.0,9.0,1
12.0,22.0,50.0,0.0,86.0,5.0,1
18.0,39.0,59.0,0.0,89.0,8.0,1
13.0,54.0,53.0,0.0,89.0,5.0,1
14.0,8.0,13.0,0.0,104.0,14.0,1
18.0,68.0,79.0,0.01,84.0,5.0,1
15.0,0.0,47.0,0.0,91.0,5.0,1
18.0,38.0,70.0,0.0,87.0,11.0,1
16.0,6.0,35.0,0.0,95.0,7.0,1
10.0,25.0,10.0,0.0,104.0,4.0,1
14.0,49.0,59.0,0.0,86.0,2.0,1
13.0,7.0,11.0,0.0,105.0,3.0,1
19.0,40.0,75.0,0.02,86.0,5.0,1
11.0,2.0,23.0,0.0,95.0,5.0,1
12.0,14.0,63.0,0.0,84.0,7.0,1
13.0,79.0,70.0,0.09,86.0,9.0,1
14.0,6.0,11.0,0.0,104.0,5.0,1
14.0,3.0,11.0,0.0,105.0,8.0,1
8.0,4.0,11.0,0.0,100.0,3.0,1
11.0,4.0,7.0,0.0,104.0,5.0,1
13.0,4.0,8.0,0.0,109.0,9.0,1
13.0,5.0,14.0,0.0,102.0,5.0,1
13.0,7.0,8.0,0.0,107.0,6.0,1
17.0,62.0,60.0,0.0,89.0,7.0,1
13.0,14.0,17.0,0.0,100.0,5.0,1
18.0,44.0,75.0,0.1,86.0,2.0,1
13.0,25.0,79.0,0.0,84.0,7.0,1
13.0,19.0,9.0,0.0,107.0,6.0,1
12.0,1.0,14.0,0.0,100.0,3.0,1
14.0,2.0,13.0,0.0,104.0,5.0,1
9.0,9.0,12.0,0.0,102.0,10.0,1
17.0,53.0,75.0,0.0,84.0,14.0,1
8.0,2.0,26.0,0.0,93.0,2.0,1
17.0,65.0,77.0,0.45,84.0,5.0,1
12.0,6.0,16.0,0.0,100.0,4.0,1
10.0,2.0,8.0,0.0,104.0,5.0,1
16.0,48.0,80.0,0.13,86.0,11.0,1
12.0,2.0,18.0,0.0,100.0,2.0,1
10.0,3.0,63.0,0.0,84.0,4.0,1
14.0,52.0,69.0,0.31,84.0,10.0,1
10.0,1.0,67.0,0.0,84.0,4.0,1
19.0,42.0,80.0,0.0,86.0,4.0,1
11.0,12.0,19.0,0.0,100.0,4.0,1
22.0,13.0,85.0,0.0,84.0,4.0,1
16.0,69.0,62.0,0.02,89.0,7.0,1
16.0,40.0,65.0,0.03,87.0,8.0,1
15.0,59.0,60.0,0.07,89.0,6.0,1
9.0,1.0,13.0,0.0,102.0,6.0,1
16.0,43.0,75.0,0.09,86.0,8.0,1
14.0,6.0,57.0,0.0,87.0,5.0,1
21.0,51.0,82.0,0.01,86.0,12.0,1
22.0,37.0,85.0,0.03,84.0,5.0,1
19.0,42.0,82.0,0.0,84.0,7.0,1
11.0,49.0,72.0,0.39,86.0,7.0,1
10.0,55.0,79.0,0.01,84.0,6.0,1
15.0,22.0,33.0,0.0,95.0,7.0,1
16.0,11.0,54.0,0.0,89.0,6.0,1
17.0,64.0,70.0,0.06,87.0,6.0,1
11.0,3.0,10.0,0.0,104.0,13.0,1
19.0,34.0,88.0,0.01,84.0,5.0,1
19.0,34.0,80.0,0.03,86.0,9.0,1
14.0,28.0,55.0,0.0,87.0,7.0,1
