Local hr,Cloud,Humidity,Precip,Temp,Wind
18.0,61.0,77.0,0.29,86.0,4.0,1
11.0,6.0,13.0,0.0,93.0,7.0,0
10.0,3.0,8.0,0.0,91.0,5.0,0
10.0,2.0,9.0,0.0,100.0,2.0,0
14.0,43.0,66.0,0.02,91.0,4.0,3
11.0,4.0,7.0,0.0,98.0,4.0,0
22.0,24.0,90.0,0.0,71.0,1.0,0
17.0,77.0,80.0,0.37,84.0,7.0,1
8.0,7.0,15.0,0.0,87.0,12.0,0
10.0,8.0,82.0,0.0,80.0,5.0,0
8.0,1.0,28.0,0.0,80.0,3.0,0
11.0,3.0,11.0,0.0,96.0,7.0,0
18.0,74.0,65.0,0.0,82.0,5.0,0
19.0,2.0,24.0,0.0,73.0,4.0,0
16.0,27.0,17.0,0.0,89.0,5.0,0
17.0,100.0,93.0,0.08,62.0,4.0,0
14.0,57.0,67.0,0.05,89.0,8.0,3
8.0,13.0,26.0,0.0,75.0,3.0,0
16.0,46.0,72.0,0.08,87.0,10.0,2
17.0,0.0,61.0,0.0,68.0,12.0,0
16.0,2.0,25.0,0.0,87.0,4.0,0
18.0,58.0,74.0,0.13,86.0,5.0,1
21.0,82.0,84.0,0.01,71.0,6.0,0
11.0,1.0,13.0,0.0,82.0,5.0,0
15.0,100.0,90.0,0.12,71.0,6.0,0
11.0,5.0,57.0,0.0,87.0,9.0,1
8.0,55.0,62.0,0.03,82.0,8.0,0
19.0,94.0,57.0,0.0,71.0,24.0,0
17.0,22.0,58.0,0.0,91.0,4.0,1
11.0,11.0,19.0,0.0,80.0,8.0,0
13.0,3.0,27.0,0.0,84.0,2.0,0
19.0,10.0,13.0,0.0,78.0,10.0,0
20.0,39.0,85.0,0.0,82.0,5.0,0
20.0,10.0,78.0,0.0,75.0,2.0,0
18.0,1.0,43.0,0.0,77.0,3.0,0
13.0,5.0,9.0,0.0,84.0,10.0,0
18.0,72.0,62.0,0.0,77.0,8.0,0
12.0,4.0,9.0,0.0,100.0,4.0,0
10.0,0.0,30.0,0.0,78.0,10.0,0
13.0,4.0,10.0,0.0,111.0,5.0,3
13.0,32.0,66.0,0.01,91.0,3.0,3
16.0,7.0,13.0,0.0,84.0,9.0,0
14.0,29.0,63.0,0.0,84.0,5.0,1
20.0,98.0,64.0,0.0,71.0,14.0,0
15.0,62.0,73.0,0.0,73.0,7.0,0
7.0,1.0,61.0,0.0,69.0,5.0,0
11.0,100.0,93.0,0.04,64.0,7.0,0
14.0,6.0,10.0,0.0,91.0,5.0,0
14.0,5.0,59.0,0.0,86.0,6.0,1
11.0,29.0,29.0,0.0,78.0,4.0,0
20.0,98.0,97.0,0.02,71.0,7.0,0
11.0,4.0,15.0,0.0,84.0,7.0,0
20.0,16.0,53.0,0.0,86.0,2.0,0
19.0,10.0,74.0,0.0,80.0,2.0,0
8.0,2.0,13.0,0.0,95.0,6.0,0
20.0,16.0,79.0,0.0,77.0,4.0,0
16.0,13.0,14.0,0.0,87.0,4.0,0
14.0,78.0,69.0,0.0,80.0,5.0,0
12.0,1.0,9.0,0.0,98.0,5.0,0
15.0,82.0,87.0,0.01,71.0,16.0,0
16.0,14.0,31.0,0.0,93.0,4.0,0
11.0,4.0,14.0,0.0,100.0,4.0,1
17.0,7.0,12.0,0.0,75.0,2.0,0
13.0,8.0,13.0,0.0,91.0,10.0,0
13.0,40.0,55.0,0.0,87.0,4.0,1
17.0,1.0,22.0,0.0,91.0,8.0,0
13.0,3.0,7.0,0.0,104.0,4.0,0
14.0,5.0,7.0,0.0,111.0,2.0,2
8.0,3.0,20.0,0.0,75.0,7.0,0
13.0,1.0,23.0,0.0,86.0,3.0,0
15.0,5.0,16.0,0.0,107.0,2.0,2
17.0,2.0,21.0,0.0,84.0,4.0,0
21.0,1.0,87.0,0.0,75.0,8.0,0
22.0,42.0,85.0,0.0,82.0,2.0,0
13.0,8.0,18.0,0.0,98.0,3.0,0
13.0,28.0,70.0,0.06,89.0,7.0,3
15.0,81.0,84.0,0.07,77.0,5.0,0
18.0,30.0,83.0,0.01,86.0,5.0,1
15.0,90.0,59.0,0.0,69.0,1.0,0
19.0,63.0,70.0,0.01,84.0,6.0,0
15.0,74.0,94.0,0.12,80.0,8.0,0
15.0,11.0,55.0,0.0,86.0,8.0,0
14.0,5.0,9.0,0.0,113.0,5.0,3
14.0,36.0,66.0,0.0,91.0,3.0,3
17.0,5.0,19.0,0.0,100.0,2.0,0
10.0,78.0,97.0,0.04,66.0,1.0,0
13.0,85.0,87.0,0.01,71.0,15.0,0
10.0,55.0,79.0,0.01,84.0,6.0,1
18.0,1.0,64.0,0.0,82.0,5.0,0
13.0,8.0,9.0,0.0,113.0,3.0,3
11.0,4.0,10.0,0.0,104.0,5.0,1
17.0,6.0,15.0,0.0,91.0,12.0,0
14.0,78.0,55.0,0.0,84.0,7.0,0
13.0,5.0,13.0,0.0,93.0,9.0,0
9.0,2.0,19.0,0.0,68.0,8.0,0
18.0,25.0,23.0,0.0,77.0,5.0,0
11.0,25.0,12.0,0.0,107.0,5.0,2
11.0,2.0,44.0,0.0,77.0,5.0,0
17.0,33.0,72.0,0.0,59.0,8.0,0
19.0,100.0,100.0,0.16,59.0,5.0,0
19.0,52.0,83.0,0.07,84.0,5.0,0
18.0,8.0,13.0,0.0,93.0,4.0,0
22.0,21.0,90.0,0.0,73.0,3.0,0
15.0,24.0,62.0,0.0,91.0,4.0,3
18.0,65.0,60.0,0.0,75.0,10.0,0
10.0,10.0,10.0,0.0,84.0,7.0,0
14.0,5.0,11.0,0.0,109.0,5.0,2
15.0,0.0,41.0,0.0,82.0,6.0,0
22.0,49.0,90.0,0.0,71.0,4.0,0
8.0,1.0,14.0,0.0,98.0,5.0,0
14.0,3.0,9.0,0.0,102.0,2.0,0
18.0,2.0,31.0,0.0,87.0,4.0,0
15.0,5.0,12.0,0.0,87.0,11.0,0
9.0,2.0,10.0,0.0,93.0,4.0,0
12.0,1.0,17.0,0.0,93.0,8.0,0
13.0,12.0,62.0,0.0,82.0,5.0,0
19.0,94.0,87.0,0.02,71.0,8.0,0
7.0,1.0,12.0,0.0,95.0,3.0,0
14.0,2.0,9.0,0.0,107.0,3.0,1
10.0,3.0,11.0,0.0,98.0,4.0,0
13.0,57.0,52.0,0.0,75.0,4.0,0
20.0,100.0,96.0,0.02,66.0,7.0,0
15.0,65.0,75.0,0.65,86.0,7.0,2
11.0,14.0,70.0,0.0,89.0,4.0,3
17.0,54.0,70.0,0.0,89.0,5.0,2
10.0,73.0,81.0,0.0,66.0,5.0,0
18.0,83.0,84.0,0.03,66.0,7.0,0
18.0,36.0,70.0,0.0,89.0,6.0,2
13.0,64.0,59.0,0.0,73.0,6.0,0
18.0,46.0,93.0,0.0,64.0,5.0,0
16.0,5.0,17.0,0.0,78.0,5.0,0
16.0,7.0,16.0,0.0,86.0,5.0,0
18.0,27.0,77.0,0.0,55.0,10.0,0
15.0,5.0,13.0,0.0,104.0,5.0,1
9.0,34.0,23.0,0.0,77.0,6.0,0
10.0,0.0,17.0,0.0,100.0,4.0,1
11.0,4.0,12.0,0.0,89.0,8.0,0
14.0,15.0,14.0,0.0,93.0,6.0,0
13.0,4.0,8.0,0.0,96.0,10.0,0
17.0,42.0,75.0,0.06,84.0,11.0,0
8.0,1.0,22.0,0.0,98.0,3.0,1
12.0,11.0,16.0,0.0,82.0,8.0,0
13.0,16.0,66.0,0.0,91.0,7.0,3
14.0,39.0,77.0,0.21,89.0,12.0,3
12.0,100.0,90.0,0.02,64.0,5.0,0
17.0,8.0,13.0,0.0,96.0,7.0,0
16.0,3.0,18.0,0.0,73.0,2.0,0
10.0,4.0,70.0,0.0,82.0,8.0,0
12.0,86.0,87.0,0.0,71.0,11.0,0
14.0,1.0,53.0,0.0,77.0,7.0,0
13.0,77.0,84.0,0.05,75.0,8.0,0
16.0,3.0,29.0,0.0,73.0,6.0,0
19.0,6.0,17.0,0.0,96.0,3.0,0
16.0,7.0,12.0,0.0,96.0,4.0,0
20.0,74.0,84.0,0.01,66.0,4.0,0
11.0,56.0,79.0,0.01,80.0,3.0,0
20.0,100.0,96.0,0.1,66.0,7.0,0
17.0,40.0,74.0,0.0,78.0,7.0,0
15.0,0.0,51.0,0.0,86.0,4.0,0
20.0,49.0,84.0,0.45,80.0,5.0,0
15.0,43.0,73.0,0.0,89.0,8.0,3
15.0,6.0,10.0,0.0,107.0,6.0,1
17.0,8.0,18.0,0.0,80.0,5.0,0
20.0,50.0,81.0,0.0,68.0,2.0,0
14.0,16.0,12.0,0.0,95.0,5.0,0
11.0,4.0,18.0,0.0,80.0,5.0,0
18.0,100.0,100.0,0.08,68.0,8.0,0
16.0,36.0,66.0,0.0,91.0,6.0,3
16.0,22.0,65.0,0.01,89.0,2.0,2
16.0,20.0,43.0,0.0,64.0,10.0,0
13.0,80.0,82.0,0.01,77.0,2.0,0
17.0,8.0,13.0,0.0,95.0,3.0,0
21.0,11.0,79.0,0.0,75.0,6.0,0
13.0,3.0,13.0,0.0,95.0,5.0,0
13.0,7.0,13.0,0.0,82.0,9.0,0
21.0,39.0,88.0,0.04,82.0,4.0,0
8.0,5.0,23.0,0.0,82.0,2.0,0
17.0,1.0,81.0,0.0,64.0,4.0,0
15.0,11.0,13.0,0.0,95.0,4.0,0
15.0,0.0,27.0,0.0,89.0,6.0,0
17.0,20.0,82.0,0.01,86.0,6.0,2
15.0,6.0,12.0,0.0,102.0,2.0,0
17.0,100.0,84.0,0.02,68.0,8.0,0
20.0,57.0,29.0,0.0,73.0,4.0,0
13.0,8.0,18.0,0.0,84.0,10.0,0
15.0,25.0,17.0,0.0,87.0,4.0,0
18.0,83.0,81.0,0.0,69.0,6.0,0
13.0,100.0,93.0,0.01,75.0,7.0,0
17.0,1.0,46.0,0.0,73.0,4.0,0
13.0,76.0,70.0,0.0,60.0,3.0,0
13.0,64.0,19.0,0.0,80.0,10.0,0
13.0,7.0,11.0,0.0,104.0,3.0,1
18.0,7.0,18.0,0.0,93.0,3.0,0
14.0,3.0,25.0,0.0,91.0,5.0,0
10.0,13.0,20.0,0.0,93.0,6.0,0
17.0,5.0,15.0,0.0,93.0,3.0,0
15.0,1.0,21.0,0.0,86.0,2.0,0
13.0,76.0,63.0,0.0,68.0,6.0,0
11.0,4.0,9.0,0.0,86.0,5.0,0
16.0,7.0,25.0,0.0,59.0,5.0,0
11.0,18.0,78.0,0.0,71.0,5.0,0
8.0,21.0,26.0,0.0,78.0,8.0,0
14.0,37.0,68.0,0.09,91.0,15.0,3
7.0,10.0,61.0,0.0,55.0,7.0,0
19.0,7.0,16.0,0.0,73.0,8.0,0
13.0,53.0,66.0,0.01,87.0,3.0,2
20.0,13.0,74.0,0.0,75.0,7.0,0
19.0,20.0,35.0,0.0,53.0,4.0,0
16.0,56.0,68.0,0.11,91.0,9.0,3
15.0,4.0,11.0,0.0,91.0,6.0,0
16.0,11.0,12.0,0.0,98.0,2.0,0
16.0,16.0,20.0,0.0,86.0,6.0,0
11.0,6.0,13.0,0.0,98.0,12.0,0
14.0,29.0,75.0,0.0,86.0,5.0,3
18.0,89.0,90.0,0.01,69.0,9.0,0
17.0,100.0,100.0,0.08,68.0,8.0,0
17.0,69.0,67.0,0.0,77.0,4.0,0
11.0,3.0,6.0,0.0,102.0,5.0,0
20.0,97.0,97.0,0.02,73.0,9.0,0
13.0,95.0,96.0,0.04,66.0,5.0,0
15.0,14.0,26.0,0.0,98.0,5.0,1
18.0,22.0,80.0,0.0,86.0,8.0,1
18.0,3.0,48.0,0.0,77.0,4.0,0
14.0,22.0,60.0,0.0,93.0,4.0,3
9.0,3.0,74.0,0.0,82.0,4.0,0
13.0,40.0,62.0,0.02,91.0,7.0,3
13.0,1.0,46.0,0.0,71.0,4.0,0
19.0,96.0,100.0,0.02,71.0,10.0,0
16.0,45.0,72.0,0.6,87.0,8.0,2
13.0,60.0,77.0,0.2,86.0,8.0,3
10.0,1.0,82.0,0.0,78.0,4.0,0
13.0,100.0,81.0,0.06,68.0,7.0,0
20.0,54.0,83.0,0.01,82.0,5.0,0
12.0,6.0,14.0,0.0,89.0,3.0,0
19.0,19.0,68.0,0.05,89.0,7.0,1
14.0,9.0,40.0,0.0,68.0,10.0,0
12.0,0.0,44.0,0.0,82.0,3.0,0
11.0,32.0,70.0,0.0,86.0,8.0,1
19.0,100.0,97.0,0.05,68.0,8.0,0
12.0,29.0,69.0,0.0,75.0,5.0,0
17.0,48.0,68.0,0.13,86.0,9.0,0
10.0,1.0,9.0,0.0,107.0,6.0,3
9.0,4.0,70.0,0.0,68.0,3.0,0
10.0,32.0,85.0,0.0,77.0,2.0,0
11.0,25.0,65.0,0.0,84.0,8.0,0
15.0,34.0,72.0,0.0,84.0,9.0,1
14.0,44.0,51.0,0.0,75.0,3.0,0
16.0,5.0,12.0,0.0,93.0,5.0,0
16.0,1.0,37.0,0.0,91.0,2.0,0
12.0,5.0,33.0,0.0,91.0,12.0,0
17.0,20.0,64.0,0.0,89.0,4.0,1
14.0,10.0,12.0,0.0,109.0,3.0,2
15.0,37.0,66.0,1.81,89.0,7.0,2
17.0,69.0,58.0,0.0,75.0,2.0,0
17.0,93.0,76.0,0.02,73.0,18.0,0
14.0,3.0,8.0,0.0,104.0,5.0,0
19.0,27.0,80.0,0.01,86.0,6.0,1
13.0,3.0,24.0,0.0,95.0,6.0,0
7.0,12.0,55.0,0.0,68.0,2.0,0
15.0,31.0,57.0,0.0,86.0,9.0,0
16.0,6.0,9.0,0.0,93.0,5.0,0
10.0,29.0,82.0,0.04,84.0,5.0,1
11.0,1.0,30.0,0.0,89.0,9.0,0
19.0,92.0,71.0,0.0,73.0,6.0,0
10.0,1.0,17.0,0.0,91.0,2.0,0
8.0,6.0,15.0,0.0,93.0,4.0,0
12.0,9.0,15.0,0.0,93.0,6.0,0
19.0,77.0,87.0,0.0,68.0,5.0,0
13.0,46.0,73.0,0.28,89.0,5.0,3
15.0,5.0,9.0,0.0,89.0,5.0,0
18.0,80.0,69.0,0.0,80.0,5.0,0
15.0,18.0,18.0,0.0,71.0,5.0,0
16.0,51.0,71.0,0.08,89.0,9.0,2
10.0,28.0,18.0,0.0,98.0,10.0,1
15.0,2.0,15.0,0.0,82.0,4.0,0
13.0,1.0,50.0,0.0,82.0,12.0,0
18.0,6.0,12.0,0.0,89.0,3.0,0
18.0,39.0,68.0,0.17,87.0,3.0,1
13.0,28.0,17.0,0.0,86.0,6.0,0
9.0,1.0,32.0,0.0,68.0,6.0,0
11.0,5.0,9.0,0.0,100.0,7.0,0
19.0,2.0,59.0,0.0,69.0,2.0,0
8.0,6.0,19.0,0.0,75.0,2.0,0
17.0,4.0,63.0,0.0,82.0,5.0,0
18.0,59.0,75.0,0.08,86.0,6.0,1
17.0,13.0,82.0,0.0,73.0,5.0,0
11.0,14.0,12.0,0.0,100.0,6.0,0
17.0,4.0,26.0,0.0,91.0,2.0,0
11.0,6.0,7.0,0.0,102.0,5.0,0
14.0,71.0,65.0,0.69,86.0,6.0,1
17.0,7.0,81.0,0.0,64.0,5.0,0
16.0,3.0,19.0,0.0,77.0,3.0,0
16.0,6.0,10.0,0.0,102.0,6.0,0
14.0,89.0,61.0,0.0,68.0,2.0,0
12.0,5.0,16.0,0.0,86.0,7.0,0
10.0,1.0,32.0,0.0,75.0,4.0,0
14.0,1.0,12.0,0.0,102.0,5.0,0
15.0,1.0,81.0,0.0,68.0,15.0,0
18.0,19.0,59.0,0.0,89.0,8.0,1
15.0,5.0,9.0,0.0,89.0,8.0,0
13.0,87.0,85.0,0.0,80.0,10.0,0
13.0,2.0,59.0,0.0,84.0,8.0,1
19.0,53.0,84.0,0.0,64.0,6.0,0
11.0,4.0,11.0,0.0,100.0,6.0,0
14.0,5.0,11.0,0.0,89.0,4.0,0
17.0,9.0,72.0,0.0,91.0,5.0,3
9.0,0.0,22.0,0.0,93.0,5.0,0
15.0,37.0,35.0,0.0,77.0,4.0,0
13.0,99.0,76.0,0.03,73.0,7.0,0
16.0,90.0,97.0,0.07,73.0,13.0,0
17.0,69.0,80.0,0.03,84.0,14.0,0
13.0,9.0,8.0,0.0,116.0,7.0,3
19.0,48.0,72.0,0.34,86.0,3.0,1
17.0,30.0,82.0,0.0,86.0,8.0,1
13.0,27.0,11.0,0.0,95.0,11.0,0
20.0,51.0,93.0,0.13,80.0,2.0,0
11.0,3.0,18.0,0.0,109.0,3.0,3
13.0,20.0,42.0,0.0,66.0,11.0,0
13.0,9.0,7.0,0.0,111.0,5.0,2
8.0,11.0,27.0,0.0,84.0,3.0,0
9.0,1.0,13.0,0.0,102.0,6.0,1
11.0,1.0,13.0,0.0,84.0,2.0,0
17.0,30.0,85.0,0.0,73.0,5.0,0
20.0,53.0,53.0,0.0,84.0,2.0,0
7.0,2.0,13.0,0.0,93.0,4.0,0
15.0,4.0,9.0,0.0,102.0,7.0,0
9.0,3.0,27.0,0.0,77.0,6.0,0
14.0,8.0,13.0,0.0,93.0,6.0,0
8.0,1.0,29.0,0.0,98.0,2.0,2
14.0,6.0,9.0,0.0,89.0,11.0,0
10.0,82.0,90.0,0.01,71.0,14.0,0
14.0,3.0,11.0,0.0,93.0,2.0,0
12.0,18.0,70.0,0.0,89.0,5.0,3
20.0,25.0,87.0,0.19,84.0,5.0,1
11.0,20.0,74.0,0.0,55.0,3.0,0
22.0,44.0,77.0,0.0,80.0,5.0,0
11.0,10.0,23.0,0.0,93.0,3.0,0
17.0,49.0,78.0,0.0,68.0,2.0,0
20.0,8.0,21.0,0.0,68.0,4.0,0
18.0,78.0,88.0,0.38,82.0,11.0,0
11.0,3.0,11.0,0.0,100.0,7.0,0
19.0,35.0,73.0,0.0,87.0,3.0,1
19.0,9.0,34.0,0.0,73.0,4.0,0
13.0,99.0,81.0,0.01,77.0,8.0,0
22.0,66.0,97.0,0.0,59.0,1.0,0
13.0,9.0,15.0,0.0,89.0,9.0,0
14.0,27.0,68.0,0.0,73.0,8.0,0
14.0,17.0,13.0,0.0,95.0,15.0,0
10.0,2.0,20.0,0.0,95.0,7.0,1
7.0,5.0,19.0,0.0,95.0,4.0,0
13.0,10.0,15.0,0.0,86.0,3.0,0
14.0,32.0,15.0,0.0,68.0,12.0,0
17.0,4.0,14.0,0.0,87.0,9.0,0
11.0,9.0,72.0,0.0,82.0,6.0,0
10.0,79.0,90.0,0.01,73.0,8.0,0
16.0,97.0,94.0,0.02,77.0,9.0,0
13.0,9.0,11.0,0.0,96.0,10.0,0
16.0,16.0,34.0,0.0,66.0,13.0,0
21.0,6.0,42.0,0.0,78.0,1.0,0
10.0,3.0,9.0,0.0,107.0,4.0,3
11.0,48.0,82.0,0.0,84.0,2.0,1
12.0,8.0,13.0,0.0,89.0,10.0,0
20.0,93.0,94.0,0.02,73.0,9.0,0
