Local hr,Cloud,Humidity,Precip,Temp,Wind
16.0,4.0,19.0,0.0,93.0,2.0,0
10.0,0.0,38.0,0.0,86.0,3.0,0
11.0,0.0,8.0,0.0,95.0,12.0,0
13.0,17.0,64.0,0.0,91.0,4.0,3
19.0,11.0,50.0,0.0,53.0,7.0,0
16.0,27.0,65.0,0.0,84.0,4.0,0
11.0,19.0,8.0,0.0,105.0,6.0,1
16.0,37.0,68.0,0.0,87.0,11.0,2
15.0,3.0,19.0,0.0,87.0,6.0,0
20.0,7.0,42.0,0.0,84.0,1.0,0
18.0,3.0,32.0,0.0,80.0,4.0,0
13.0,25.0,56.0,0.0,87.0,5.0,1
18.0,96.0,82.0,0.39,73.0,20.0,0
19.0,40.0,82.0,0.0,84.0,9.0,0
9.0,2.0,32.0,0.0,95.0,2.0,1
14.0,32.0,49.0,0.0,82.0,17.0,0
19.0,1.0,28.0,0.0,82.0,3.0,0
13.0,88.0,73.0,0.0,69.0,6.0,0
16.0,15.0,66.0,0.0,71.0,15.0,0
9.0,75.0,81.0,0.0,69.0,14.0,0
14.0,22.0,24.0,0.0,80.0,6.0,0
18.0,6.0,14.0,0.0,78.0,4.0,0
11.0,2.0,21.0,0.0,68.0,13.0,0
15.0,4.0,21.0,0.0,95.0,3.0,0
13.0,12.0,51.0,0.0,86.0,3.0,1
10.0,100.0,93.0,0.04,64.0,7.0,0
7.0,16.0,13.0,0.0,96.0,3.0,0
11.0,52.0,80.0,0.01,84.0,4.0,1
8.0,3.0,41.0,0.0,80.0,1.0,0
17.0,37.0,64.0,0.0,77.0,9.0,0
11.0,2.0,56.0,0.0,68.0,5.0,0
12.0,18.0,71.0,0.0,69.0,7.0,0
20.0,18.0,91.0,0.0,68.0,2.0,0
11.0,5.0,8.0,0.0,102.0,7.0,0
7.0,7.0,37.0,0.0,75.0,2.0,0
11.0,21.0,56.0,0.0,62.0,9.0,0
8.0,2.0,17.0,0.0,95.0,13.0,0
18.0,52.0,80.0,0.06,87.0,12.0,2
16.0,3.0,20.0,0.0,91.0,8.0,0
13.0,67.0,77.0,0.01,84.0,12.0,1
16.0,38.0,52.0,0.0,89.0,11.0,1
16.0,100.0,84.0,0.0,66.0,5.0,0
17.0,7.0,13.0,0.0,80.0,9.0,0
14.0,25.0,15.0,0.0,89.0,3.0,0
14.0,5.0,9.0,0.0,100.0,5.0,0
11.0,2.0,11.0,0.0,104.0,6.0,1
18.0,25.0,70.0,0.01,87.0,5.0,1
12.0,93.0,79.0,0.0,68.0,3.0,0
21.0,97.0,97.0,0.1,71.0,7.0,0
13.0,100.0,84.0,0.03,66.0,5.0,0
13.0,2.0,34.0,0.0,82.0,6.0,0
12.0,4.0,38.0,0.0,91.0,6.0,1
14.0,32.0,70.0,0.18,89.0,6.0,3
15.0,82.0,91.0,0.18,73.0,6.0,0
12.0,93.0,90.0,0.07,64.0,11.0,0
11.0,27.0,75.0,0.0,86.0,4.0,2
19.0,5.0,16.0,0.0,84.0,5.0,0
18.0,81.0,85.0,0.01,80.0,6.0,0
18.0,4.0,20.0,0.0,73.0,2.0,0
15.0,23.0,59.0,0.0,86.0,5.0,0
13.0,92.0,94.0,0.07,77.0,9.0,0
19.0,6.0,39.0,0.0,41.0,5.0,0
10.0,2.0,17.0,0.0,84.0,13.0,0
19.0,75.0,73.0,0.0,73.0,12.0,0
12.0,4.0,65.0,0.0,84.0,7.0,1
11.0,1.0,20.0,0.0,89.0,6.0,0
12.0,5.0,11.0,0.0,104.0,5.0,1
11.0,4.0,18.0,0.0,95.0,4.0,0
13.0,5.0,10.0,0.0,86.0,10.0,0
7.0,2.0,12.0,0.0,95.0,3.0,0
8.0,3.0,19.0,0.0,80.0,12.0,0
15.0,11.0,11.0,0.0,105.0,3.0,0
18.0,3.0,16.0,0.0,80.0,5.0,0
15.0,37.0,67.0,0.0,77.0,8.0,0
14.0,23.0,51.0,0.0,86.0,11.0,0
13.0,37.0,70.0,0.11,89.0,7.0,3
19.0,7.0,15.0,0.0,77.0,5.0,0
21.0,74.0,90.0,0.0,69.0,3.0,0
18.0,49.0,33.0,0.0,73.0,6.0,0
10.0,7.0,11.0,0.0,100.0,6.0,1
10.0,3.0,23.0,0.0,80.0,6.0,0
14.0,6.0,9.0,0.0,98.0,9.0,0
12.0,7.0,11.0,0.0,95.0,8.0,0
17.0,39.0,68.0,0.0,89.0,12.0,2
17.0,39.0,68.0,0.02,89.0,5.0,1
20.0,80.0,76.0,0.0,69.0,9.0,0
14.0,4.0,14.0,0.0,102.0,9.0,0
14.0,43.0,13.0,0.0,96.0,7.0,0
15.0,10.0,62.0,0.0,75.0,5.0,0
12.0,0.0,44.0,0.0,80.0,7.0,0
13.0,6.0,60.0,0.0,77.0,4.0,0
13.0,7.0,11.0,0.0,96.0,15.0,0
17.0,18.0,49.0,0.0,87.0,5.0,0
15.0,5.0,24.0,0.0,86.0,8.0,0
14.0,7.0,8.0,0.0,113.0,11.0,2
17.0,55.0,75.0,1.2,87.0,8.0,1
8.0,1.0,16.0,0.0,84.0,14.0,0
15.0,5.0,17.0,0.0,86.0,5.0,0
9.0,24.0,9.0,0.0,100.0,3.0,1
18.0,9.0,19.0,0.0,91.0,5.0,0
11.0,7.0,15.0,0.0,100.0,7.0,1
18.0,12.0,46.0,0.0,62.0,4.0,0
16.0,5.0,9.0,0.0,98.0,4.0,0
10.0,8.0,28.0,0.0,53.0,22.0,0
17.0,59.0,66.0,0.34,89.0,4.0,2
10.0,2.0,64.0,0.0,73.0,4.0,0
13.0,8.0,8.0,0.0,111.0,5.0,2
10.0,62.0,90.0,0.0,71.0,2.0,0
14.0,77.0,78.0,0.0,71.0,14.0,0
12.0,2.0,25.0,0.0,82.0,7.0,0
17.0,63.0,79.0,0.02,77.0,6.0,0
13.0,0.0,23.0,0.0,100.0,8.0,1
19.0,100.0,97.0,0.02,66.0,7.0,0
12.0,3.0,7.0,0.0,104.0,3.0,0
12.0,8.0,30.0,0.0,91.0,6.0,0
14.0,6.0,11.0,0.0,95.0,6.0,0
12.0,1.0,24.0,0.0,86.0,12.0,0
13.0,7.0,9.0,0.0,102.0,3.0,0
18.0,9.0,80.0,0.0,62.0,10.0,0
18.0,26.0,19.0,0.0,82.0,5.0,0
10.0,2.0,11.0,0.0,104.0,3.0,2
18.0,3.0,11.0,0.0,93.0,2.0,0
19.0,2.0,35.0,0.0,86.0,4.0,0
11.0,38.0,69.0,0.0,62.0,6.0,0
10.0,47.0,19.0,0.0,89.0,5.0,0
10.0,2.0,36.0,0.0,84.0,5.0,0
13.0,9.0,18.0,0.0,84.0,9.0,0
17.0,90.0,90.0,0.1,71.0,8.0,0
12.0,1.0,16.0,0.0,91.0,6.0,0
16.0,48.0,17.0,0.0,91.0,7.0,0
18.0,100.0,97.0,0.07,69.0,8.0,0
17.0,100.0,90.0,0.04,66.0,9.0,0
8.0,30.0,22.0,0.0,87.0,4.0,0
11.0,5.0,16.0,0.0,91.0,5.0,0
13.0,8.0,13.0,0.0,107.0,2.0,2
18.0,89.0,85.0,0.03,78.0,9.0,0
18.0,58.0,74.0,0.0,77.0,6.0,0
10.0,2.0,11.0,0.0,104.0,5.0,2
15.0,0.0,71.0,0.0,68.0,14.0,0
17.0,9.0,26.0,0.0,93.0,5.0,0
19.0,67.0,90.0,0.0,59.0,6.0,0
11.0,12.0,22.0,0.0,86.0,5.0,0
17.0,27.0,70.0,0.0,89.0,5.0,2
16.0,12.0,19.0,0.0,82.0,5.0,0
18.0,92.0,85.0,0.0,78.0,5.0,0
11.0,20.0,80.0,0.0,86.0,9.0,1
21.0,69.0,93.0,0.0,59.0,4.0,0
21.0,42.0,82.0,0.0,82.0,2.0,0
16.0,6.0,10.0,0.0,102.0,4.0,0
12.0,70.0,81.0,0.0,68.0,3.0,0
12.0,61.0,76.0,0.0,71.0,12.0,0
11.0,3.0,55.0,0.0,87.0,4.0,1
11.0,3.0,7.0,0.0,109.0,4.0,2
9.0,3.0,57.0,0.0,73.0,2.0,0
8.0,59.0,50.0,0.01,87.0,11.0,0
16.0,10.0,14.0,0.0,84.0,6.0,0
15.0,19.0,61.0,0.0,87.0,12.0,1
13.0,8.0,11.0,0.0,107.0,5.0,1
16.0,38.0,74.0,0.01,86.0,12.0,1
13.0,5.0,49.0,0.0,84.0,6.0,0
13.0,1.0,20.0,0.0,86.0,1.0,0
14.0,4.0,18.0,0.0,82.0,4.0,0
16.0,72.0,70.0,0.12,80.0,6.0,0
13.0,60.0,68.0,0.0,68.0,6.0,0
12.0,95.0,100.0,0.01,68.0,5.0,0
22.0,70.0,96.0,0.01,71.0,4.0,0
9.0,3.0,30.0,0.0,82.0,5.0,0
18.0,17.0,20.0,0.0,80.0,9.0,0
10.0,16.0,62.0,0.0,62.0,5.0,0
12.0,7.0,24.0,0.0,91.0,9.0,0
11.0,3.0,15.0,0.0,91.0,4.0,0
17.0,51.0,82.0,0.0,82.0,5.0,0
16.0,4.0,15.0,0.0,104.0,2.0,0
17.0,56.0,70.0,0.0,68.0,6.0,0
14.0,35.0,16.0,0.0,91.0,6.0,0
15.0,33.0,22.0,0.0,84.0,10.0,0
15.0,4.0,11.0,0.0,93.0,9.0,0
13.0,6.0,17.0,0.0,82.0,16.0,0
15.0,5.0,18.0,0.0,71.0,10.0,0
16.0,7.0,13.0,0.0,93.0,9.0,0
13.0,8.0,16.0,0.0,91.0,8.0,0
16.0,3.0,41.0,0.0,64.0,9.0,0
15.0,2.0,34.0,0.0,86.0,2.0,0
13.0,92.0,90.0,0.03,68.0,5.0,0
19.0,96.0,81.0,0.02,68.0,6.0,0
18.0,9.0,72.0,0.0,89.0,5.0,2
13.0,50.0,70.0,0.01,86.0,14.0,2
12.0,25.0,11.0,0.0,95.0,7.0,0
17.0,8.0,10.0,0.0,89.0,8.0,0
14.0,34.0,49.0,0.0,86.0,14.0,1
11.0,93.0,90.0,0.0,68.0,6.0,0
14.0,3.0,7.0,0.0,95.0,2.0,0
14.0,10.0,36.0,0.0,95.0,7.0,2
14.0,100.0,100.0,0.2,59.0,5.0,0
21.0,43.0,88.0,0.09,80.0,4.0,0
14.0,2.0,11.0,0.0,95.0,14.0,0
11.0,51.0,76.0,0.0,80.0,3.0,0
15.0,0.0,24.0,0.0,96.0,6.0,0
22.0,81.0,81.0,0.0,68.0,5.0,0
9.0,2.0,23.0,0.0,84.0,12.0,0
13.0,4.0,18.0,0.0,75.0,2.0,0
21.0,50.0,85.0,0.03,84.0,5.0,1
16.0,44.0,83.0,0.0,82.0,20.0,0
12.0,12.0,24.0,0.0,60.0,7.0,0
12.0,6.0,19.0,0.0,87.0,6.0,0
10.0,3.0,9.0,0.0,98.0,9.0,0
9.0,13.0,58.0,0.0,77.0,3.0,0
20.0,1.0,36.0,0.0,84.0,3.0,0
19.0,8.0,20.0,0.0,75.0,5.0,0
15.0,96.0,70.0,0.0,71.0,3.0,0
20.0,4.0,20.0,0.0,71.0,5.0,0
10.0,92.0,81.0,0.0,66.0,3.0,0
16.0,87.0,79.0,0.03,82.0,10.0,0
17.0,6.0,13.0,0.0,95.0,11.0,0
10.0,61.0,93.0,0.0,64.0,5.0,0
15.0,9.0,17.0,0.0,96.0,6.0,0
15.0,7.0,11.0,0.0,104.0,5.0,1
10.0,8.0,82.0,0.0,75.0,3.0,0
19.0,8.0,67.0,0.0,78.0,5.0,0
14.0,4.0,13.0,0.0,102.0,5.0,0
14.0,20.0,65.0,0.0,82.0,5.0,0
18.0,44.0,59.0,0.0,86.0,12.0,0
12.0,6.0,20.0,0.0,82.0,15.0,0
14.0,5.0,12.0,0.0,91.0,7.0,0
18.0,72.0,87.0,0.0,73.0,13.0,0
20.0,24.0,84.0,0.0,77.0,2.0,0
11.0,17.0,77.0,0.01,86.0,6.0,2
11.0,3.0,28.0,0.0,89.0,6.0,0
15.0,11.0,80.0,0.0,87.0,8.0,3
14.0,53.0,15.0,0.0,84.0,3.0,0
13.0,78.0,82.0,0.01,75.0,10.0,0
19.0,11.0,74.0,0.01,77.0,2.0,0
22.0,33.0,93.0,0.0,77.0,5.0,0
20.0,75.0,71.0,0.0,73.0,2.0,0
12.0,5.0,16.0,0.0,86.0,10.0,0
18.0,69.0,84.0,0.05,71.0,2.0,0
15.0,86.0,85.0,0.01,78.0,7.0,0
15.0,56.0,73.0,0.06,89.0,7.0,2
17.0,29.0,63.0,0.0,69.0,3.0,0
10.0,100.0,94.0,0.09,71.0,5.0,0
12.0,67.0,65.0,0.0,64.0,4.0,0
11.0,5.0,11.0,0.0,107.0,2.0,2
13.0,4.0,7.0,0.0,102.0,7.0,0
14.0,27.0,61.0,0.0,64.0,8.0,0
18.0,55.0,72.0,0.1,86.0,9.0,1
18.0,57.0,59.0,0.01,89.0,5.0,1
19.0,17.0,77.0,0.0,80.0,2.0,0
17.0,3.0,18.0,0.0,75.0,5.0,0
18.0,3.0,41.0,0.0,82.0,4.0,0
14.0,15.0,9.0,0.0,102.0,7.0,0
16.0,13.0,18.0,0.0,77.0,9.0,0
22.0,13.0,85.0,0.0,84.0,4.0,1
14.0,30.0,21.0,0.0,84.0,10.0,0
13.0,0.0,16.0,0.0,80.0,1.0,0
18.0,5.0,41.0,0.0,71.0,4.0,0
12.0,0.0,17.0,0.0,95.0,14.0,0
15.0,100.0,100.0,0.07,57.0,5.0,0
15.0,20.0,65.0,0.0,82.0,3.0,0
12.0,28.0,30.0,0.0,62.0,10.0,0
15.0,5.0,14.0,0.0,84.0,2.0,0
20.0,16.0,73.0,0.0,77.0,4.0,0
19.0,29.0,80.0,0.1,80.0,3.0,0
10.0,100.0,93.0,0.05,59.0,4.0,0
7.0,3.0,10.0,0.0,98.0,3.0,0
19.0,63.0,77.0,0.14,82.0,7.0,0
17.0,40.0,23.0,0.0,84.0,7.0,0
13.0,29.0,72.0,0.0,82.0,3.0,1
16.0,11.0,21.0,0.0,73.0,16.0,0
18.0,72.0,73.0,0.0,68.0,5.0,0
12.0,9.0,26.0,0.0,82.0,4.0,0
18.0,23.0,67.0,0.0,82.0,3.0,0
13.0,5.0,11.0,0.0,95.0,9.0,0
13.0,13.0,70.0,0.0,82.0,3.0,1
18.0,16.0,13.0,0.0,84.0,1.0,0
13.0,5.0,20.0,0.0,86.0,6.0,0
13.0,28.0,71.0,0.0,73.0,3.0,0
17.0,1.0,49.0,0.0,82.0,8.0,0
12.0,84.0,76.0,0.0,71.0,7.0,0
10.0,14.0,28.0,0.0,68.0,10.0,0
12.0,5.0,7.0,0.0,105.0,2.0,1
18.0,6.0,17.0,0.0,96.0,2.0,0
14.0,65.0,56.0,0.0,86.0,7.0,0
7.0,21.0,75.0,0.0,66.0,2.0,0
14.0,57.0,74.0,0.1,89.0,13.0,3
16.0,3.0,16.0,0.0,84.0,4.0,0
15.0,0.0,36.0,0.0,86.0,8.0,0
22.0,65.0,90.0,0.16,77.0,3.0,0
8.0,1.0,36.0,0.0,80.0,4.0,0
17.0,40.0,55.0,0.0,87.0,12.0,0
18.0,93.0,57.0,0.0,71.0,24.0,0
11.0,9.0,18.0,0.0,98.0,5.0,1
17.0,10.0,12.0,0.0,100.0,7.0,0
11.0,47.0,71.0,0.0,80.0,2.0,0
16.0,20.0,70.0,0.0,89.0,8.0,3
19.0,14.0,61.0,0.0,82.0,12.0,0
16.0,3.0,26.0,0.0,87.0,4.0,0
21.0,61.0,88.0,0.2,80.0,2.0,0
14.0,76.0,63.0,0.0,75.0,9.0,0
14.0,11.0,13.0,0.0,89.0,9.0,0
15.0,6.0,14.0,0.0,93.0,7.0,0
19.0,2.0,58.0,0.0,78.0,7.0,0
9.0,2.0,38.0,0.0,84.0,2.0,0
11.0,19.0,82.0,0.0,82.0,5.0,1
20.0,69.0,93.0,0.04,73.0,2.0,0
16.0,93.0,76.0,0.01,73.0,6.0,0
13.0,2.0,23.0,0.0,89.0,2.0,0
12.0,5.0,8.0,0.0,102.0,8.0,0
14.0,0.0,11.0,0.0,104.0,3.0,1
17.0,55.0,73.0,0.02,75.0,6.0,0
12.0,85.0,88.0,0.01,82.0,14.0,0
16.0,22.0,27.0,0.0,91.0,3.0,0
16.0,6.0,12.0,0.0,100.0,9.0,0
12.0,6.0,9.0,0.0,111.0,7.0,3
15.0,69.0,77.0,0.06,84.0,12.0,1
19.0,6.0,33.0,0.0,62.0,15.0,0
20.0,39.0,91.0,0.36,78.0,9.0,0
13.0,8.0,9.0,0.0,107.0,3.0,1
11.0,4.0,8.0,0.0,104.0,2.0,1
8.0,9.0,16.0,0.0,91.0,4.0,0
9.0,2.0,8.0,0.0,96.0,3.0,0
9.0,2.0,33.0,0.0,84.0,3.0,0
19.0,7.0,36.0,0.0,71.0,4.0,0
21.0,94.0,100.0,0.17,73.0,12.0,0
19.0,69.0,80.0,0.06,84.0,3.0,0
19.0,11.0,21.0,0.0,82.0,2.0,0
10.0,1.0,11.0,0.0,96.0,5.0,0
11.0,6.0,8.0,0.0,113.0,7.0,3
12.0,13.0,67.0,0.0,84.0,6.0,1
14.0,21.0,62.0,0.0,60.0,5.0,0
15.0,6.0,9.0,0.0,89.0,5.0,0
14.0,2.0,25.0,0.0,93.0,5.0,0
8.0,52.0,51.0,0.01,87.0,13.0,0
15.0,100.0,100.0,0.21,59.0,5.0,0
14.0,31.0,50.0,0.0,89.0,7.0,1
21.0,91.0,87.0,0.0,69.0,15.0,0
11.0,11.0,64.0,0.0,75.0,6.0,0
10.0,26.0,10.0,0.0,98.0,3.0,0
16.0,7.0,16.0,0.0,98.0,7.0,0
16.0,81.0,82.0,0.0,80.0,17.0,0
17.0,79.0,67.0,0.0,66.0,3.0,0
16.0,10.0,20.0,0.0,91.0,4.0,0
11.0,34.0,74.0,0.03,89.0,9.0,2
14.0,4.0,29.0,0.0,95.0,6.0,1
17.0,55.0,80.0,0.25,87.0,8.0,2
13.0,81.0,58.0,0.0,78.0,5.0,0
20.0,8.0,23.0,0.0,75.0,4.0,0
11.0,4.0,27.0,0.0,68.0,7.0,0
15.0,89.0,84.0,0.02,64.0,12.0,0
19.0,28.0,71.0,0.0,77.0,7.0,0
8.0,3.0,7.0,0.0,95.0,2.0,0
19.0,10.0,24.0,0.0,64.0,2.0,0
9.0,1.0,60.0,0.0,82.0,2.0,0
20.0,58.0,87.0,0.42,77.0,3.0,0
9.0,15.0,58.0,0.0,60.0,7.0,0
13.0,1.0,35.0,0.0,69.0,13.0,0
12.0,4.0,10.0,0.0,107.0,5.0,1
14.0,3.0,8.0,0.0,91.0,9.0,0
12.0,1.0,23.0,0.0,95.0,6.0,0
8.0,3.0,11.0,0.0,91.0,7.0,0
17.0,9.0,27.0,0.0,95.0,8.0,0
11.0,86.0,87.0,0.0,71.0,11.0,0
12.0,68.0,77.0,0.0,75.0,4.0,0
9.0,3.0,15.0,0.0,93.0,12.0,0
19.0,92.0,100.0,0.02,75.0,9.0,0
12.0,99.0,100.0,0.07,66.0,4.0,0
17.0,100.0,90.0,0.03,71.0,8.0,0
13.0,5.0,8.0,0.0,102.0,7.0,0
14.0,11.0,11.0,0.0,91.0,7.0,0
20.0,82.0,87.0,0.17,82.0,4.0,0
12.0,2.0,11.0,0.0,86.0,12.0,0
12.0,3.0,12.0,0.0,95.0,1.0,0
18.0,85.0,78.0,0.01,73.0,3.0,0
11.0,2.0,16.0,0.0,93.0,2.0,0
17.0,89.0,87.0,0.05,69.0,17.0,0
14.0,6.0,14.0,0.0,105.0,12.0,1
16.0,5.0,17.0,0.0,86.0,6.0,0
13.0,10.0,19.0,0.0,89.0,3.0,0
20.0,10.0,15.0,0.0,80.0,4.0,0
9.0,5.0,30.0,0.0,73.0,7.0,0
14.0,1.0,55.0,0.0,75.0,8.0,0
16.0,6.0,8.0,0.0,89.0,3.0,0
17.0,3.0,39.0,0.0,77.0,3.0,0
10.0,6.0,16.0,0.0,95.0,7.0,0
13.0,5.0,7.0,0.0,102.0,12.0,0
11.0,9.0,9.0,0.0,95.0,5.0,0
13.0,5.0,10.0,0.0,98.0,12.0,0
17.0,83.0,63.0,0.0,84.0,7.0,0
14.0,37.0,66.0,0.06,89.0,5.0,3
15.0,0.0,13.0,0.0,102.0,12.0,0
12.0,33.0,77.0,0.0,89.0,5.0,3
13.0,9.0,10.0,0.0,111.0,6.0,2
20.0,31.0,79.0,0.0,73.0,2.0,0
10.0,60.0,84.0,0.0,59.0,6.0,0
17.0,60.0,68.0,0.01,86.0,10.0,0
14.0,86.0,79.0,0.13,82.0,7.0,0
14.0,43.0,68.0,0.0,91.0,9.0,3
9.0,25.0,71.0,0.0,78.0,2.0,0
14.0,0.0,8.0,0.0,84.0,16.0,0
16.0,100.0,79.0,0.14,73.0,9.0,0
7.0,1.0,10.0,0.0,96.0,5.0,0
20.0,17.0,77.0,0.0,75.0,1.0,0
14.0,5.0,9.0,0.0,98.0,12.0,0
16.0,5.0,17.0,0.0,82.0,4.0,0
10.0,100.0,93.0,0.02,64.0,5.0,0
13.0,4.0,13.0,0.0,89.0,8.0,0
11.0,1.0,16.0,0.0,96.0,3.0,0
10.0,3.0,8.0,0.0,95.0,2.0,0
18.0,6.0,10.0,0.0,86.0,3.0,0
19.0,5.0,19.0,0.0,93.0,4.0,0
13.0,22.0,67.0,0.0,80.0,4.0,0
19.0,22.0,77.0,0.01,80.0,5.0,0
14.0,38.0,62.0,0.0,75.0,3.0,0
12.0,55.0,72.0,0.0,78.0,5.0,0
8.0,4.0,10.0,0.0,89.0,5.0,0
14.0,59.0,97.0,0.03,69.0,3.0,0
10.0,1.0,22.0,0.0,66.0,12.0,0
15.0,53.0,67.0,0.0,84.0,11.0,0
13.0,11.0,12.0,0.0,98.0,9.0,0
12.0,15.0,70.0,0.0,89.0,5.0,3
18.0,80.0,79.0,0.01,73.0,6.0,0
9.0,3.0,17.0,0.0,82.0,7.0,0
13.0,10.0,21.0,0.0,77.0,6.0,0
16.0,7.0,14.0,0.0,82.0,9.0,0
13.0,22.0,73.0,0.0,89.0,9.0,3
19.0,11.0,80.0,0.0,86.0,5.0,1
18.0,52.0,77.0,0.1,84.0,9.0,0
15.0,31.0,67.0,0.0,62.0,6.0,0
15.0,13.0,14.0,0.0,86.0,5.0,0
12.0,74.0,70.0,0.0,64.0,6.0,0
14.0,99.0,84.0,0.01,68.0,8.0,0
13.0,9.0,17.0,0.0,87.0,5.0,0
10.0,23.0,58.0,0.0,62.0,7.0,0
18.0,9.0,17.0,0.0,69.0,2.0,0
15.0,93.0,93.0,0.04,64.0,10.0,0
19.0,17.0,60.0,0.0,80.0,6.0,0
19.0,99.0,100.0,0.22,66.0,6.0,0
9.0,3.0,24.0,0.0,86.0,4.0,0
13.0,73.0,82.0,0.01,77.0,5.0,0
11.0,5.0,70.0,0.0,89.0,4.0,3
14.0,75.0,70.0,0.92,86.0,9.0,1
8.0,3.0,31.0,0.0,87.0,6.0,0
18.0,5.0,18.0,0.0,93.0,4.0,0
10.0,100.0,87.0,0.01,64.0,3.0,0
12.0,53.0,67.0,0.0,84.0,2.0,1
21.0,54.0,84.0,0.0,68.0,10.0,0
17.0,13.0,57.0,0.0,77.0,4.0,0
14.0,2.0,27.0,0.0,91.0,6.0,0
11.0,3.0,10.0,0.0,109.0,3.0,3
18.0,4.0,26.0,0.0,78.0,2.0,0
15.0,2.0,49.0,0.0,89.0,10.0,1
21.0,32.0,72.0,0.0,84.0,4.0,0
21.0,75.0,94.0,0.96,73.0,5.0,0
8.0,5.0,20.0,0.0,82.0,5.0,0
17.0,24.0,83.0,0.0,55.0,4.0,0
10.0,26.0,9.0,0.0,100.0,2.0,0
17.0,1.0,57.0,0.0,84.0,5.0,0
9.0,0.0,22.0,0.0,89.0,9.0,0
17.0,50.0,60.0,0.24,91.0,4.0,2
16.0,9.0,14.0,0.0,89.0,5.0,0
15.0,51.0,70.0,0.01,89.0,8.0,2
16.0,3.0,42.0,0.0,87.0,5.0,0
18.0,0.0,46.0,0.0,77.0,4.0,0
13.0,100.0,87.0,0.05,68.0,12.0,0
15.0,29.0,43.0,0.0,91.0,8.0,1
18.0,77.0,85.0,0.67,82.0,5.0,0
11.0,1.0,23.0,0.0,91.0,3.0,0
13.0,1.0,16.0,0.0,93.0,8.0,0
19.0,36.0,80.0,0.0,84.0,8.0,0
8.0,4.0,13.0,0.0,91.0,2.0,0
13.0,2.0,27.0,0.0,77.0,5.0,0
10.0,46.0,14.0,0.0,84.0,4.0,0
15.0,22.0,62.0,0.01,82.0,5.0,0
9.0,1.0,14.0,0.0,78.0,5.0,0
8.0,4.0,38.0,0.0,71.0,2.0,0
8.0,6.0,24.0,0.0,96.0,4.0,1
13.0,0.0,53.0,0.0,80.0,7.0,0
18.0,5.0,12.0,0.0,95.0,3.0,0
15.0,6.0,13.0,0.0,82.0,3.0,0
15.0,5.0,12.0,0.0,93.0,5.0,0
15.0,5.0,9.0,0.0,104.0,4.0,0
11.0,4.0,11.0,0.0,109.0,4.0,3
19.0,13.0,19.0,0.0,77.0,5.0,0
17.0,64.0,77.0,0.29,86.0,4.0,1
20.0,50.0,89.0,0.0,60.0,2.0,0
8.0,2.0,12.0,0.0,91.0,6.0,0
17.0,8.0,18.0,0.0,75.0,7.0,0
17.0,97.0,88.0,0.03,77.0,10.0,0
12.0,25.0,75.0,0.0,89.0,5.0,3
20.0,72.0,81.0,0.01,66.0,4.0,0
7.0,0.0,34.0,0.0,75.0,8.0,0
18.0,38.0,76.0,0.0,69.0,2.0,0
8.0,2.0,21.0,0.0,86.0,12.0,0
19.0,7.0,24.0,0.0,75.0,9.0,0
11.0,4.0,10.0,0.0,102.0,5.0,1
16.0,24.0,63.0,0.0,89.0,4.0,2
14.0,6.0,15.0,0.0,86.0,5.0,0
15.0,1.0,26.0,0.0,93.0,8.0,0
13.0,87.0,76.0,0.0,73.0,11.0,0
17.0,88.0,96.0,0.05,71.0,8.0,0
15.0,51.0,75.0,0.08,86.0,10.0,2
11.0,16.0,74.0,0.0,87.0,5.0,2
13.0,6.0,12.0,0.0,109.0,5.0,2
21.0,53.0,90.0,0.0,69.0,5.0,0
11.0,2.0,59.0,0.0,82.0,5.0,0
13.0,6.0,11.0,0.0,111.0,5.0,3
15.0,6.0,10.0,0.0,98.0,3.0,0
12.0,94.0,97.0,0.03,68.0,5.0,0
9.0,1.0,15.0,0.0,73.0,3.0,0
14.0,14.0,61.0,0.0,86.0,6.0,1
15.0,56.0,68.0,0.06,89.0,6.0,3
15.0,7.0,13.0,0.0,102.0,5.0,0
14.0,52.0,68.0,0.02,89.0,4.0,3
20.0,15.0,34.0,0.0,69.0,18.0,0
20.0,83.0,84.0,0.0,66.0,3.0,0
14.0,5.0,19.0,0.0,100.0,5.0,1
8.0,36.0,11.0,0.0,100.0,5.0,0
12.0,79.0,80.0,0.14,84.0,12.0,1
12.0,3.0,9.0,0.0,100.0,3.0,0
16.0,77.0,71.0,0.0,69.0,7.0,0
13.0,3.0,32.0,0.0,71.0,7.0,0
11.0,4.0,38.0,0.0,71.0,10.0,0
21.0,0.0,42.0,0.0,69.0,4.0,0
14.0,6.0,16.0,0.0,86.0,6.0,0
19.0,56.0,58.0,0.0,60.0,6.0,0
12.0,3.0,6.0,0.0,109.0,3.0,2
10.0,2.0,20.0,0.0,71.0,9.0,0
11.0,1.0,37.0,0.0,86.0,6.0,0
11.0,3.0,14.0,0.0,95.0,4.0,0
11.0,7.0,11.0,0.0,98.0,14.0,0
18.0,6.0,20.0,0.0,73.0,5.0,0
10.0,11.0,58.0,0.0,80.0,3.0,0
10.0,6.0,79.0,0.0,75.0,3.0,0
17.0,45.0,64.0,0.0,57.0,4.0,0
13.0,71.0,88.0,0.01,80.0,10.0,0
16.0,41.0,70.0,1.81,87.0,8.0,2
7.0,9.0,10.0,0.0,86.0,2.0,0
21.0,25.0,76.0,0.0,77.0,5.0,0
